1_G137.1;2_G-56.47;3_G36.31;6_G63.29;8_G40.43
84.6;0.0;55.5;74.5;0.0
87.1;-0.0;54.0;74.5;-0.0
87.8;-0.0;52.5;74.1;-0.0
86.3;-0.0;51.3;74.7;-0.0
86.1;-0.0;49.8;75.1;-0.0
85.6;-0.0;48.8;73.9;-0.0
84.7;-0.0;47.2;73.2;-0.0
85.4;-0.0;47.0;73.3;-0.0
84.1;-0.0;46.8;73.9;-0.0
80.4;-0.0;45.3;72.5;-0.0
81.3;-0.0;44.5;73.3;-0.0
81.1;-0.0;44.3;73.6;-0.0
79.9;-0.0;45.0;74.1;-0.0
77.9;0.0;42.9;73.5;0.0
77.6;0.0;44.2;74.1;0.0
78.0;0.0;42.8;73.7;0.0
78.1;0.0;44.0;75.3;0.0
76.5;0.0;44.2;74.4;0.0
77.9;0.0;43.7;72.5;0.0
77.2;0.0;44.3;74.0;0.0
76.1;0.0;45.5;74.8;0.0
76.3;0.0;43.9;74.0;0.0
75.5;0.0;44.8;72.9;0.0
73.4;0.0;44.8;73.0;0.0
72.3;-0.0;46.0;74.8;-0.0
72.4;-0.0;45.6;74.8;-0.0
72.5;-0.0;45.3;74.2;-0.0
71.6;-0.0;47.2;73.0;-0.0
69.9;-0.0;47.6;73.0;-0.0
70.3;-0.0;47.3;74.6;-0.0
68.5;-0.0;48.6;74.2;-0.0
66.4;-0.0;49.2;74.2;-0.0
66.3;-0.0;49.5;74.2;-0.0
63.2;-0.0;50.1;74.4;-0.0
62.7;-0.0;49.8;74.2;-0.0
60.7;-0.0;50.6;72.7;-0.0
59.4;0.0;51.6;74.2;0.0
58.2;0.0;51.2;73.9;0.0
57.2;0.0;51.7;72.7;0.0
55.3;0.0;52.2;73.7;0.0
55.3;0.0;53.0;72.1;0.0
53.9;0.0;53.3;72.8;0.0
52.0;0.0;53.3;73.8;0.0
53.7;0.0;52.5;73.9;0.0
52.3;0.0;53.9;73.6;0.0
51.5;0.0;54.5;72.6;0.0
51.4;0.0;53.7;72.7;0.0
51.4;0.0;54.1;74.0;0.0
51.4;0.0;52.9;74.0;0.0
50.9;-0.0;53.2;73.7;-0.0
52.3;-0.0;51.8;73.6;-0.0
51.7;-0.0;52.0;72.7;-0.0
