1_G137.1;2_G-56.47;3_G36.31;6_G63.29;8_G40.43
12.0;41.7;39.0;69.5;55.6
11.8;41.7;38.2;69.5;55.6
11.5;41.7;37.3;69.5;55.6
11.2;41.7;36.3;69.5;55.6
10.8;41.7;35.1;69.5;55.6
10.4;41.7;33.9;69.5;55.6
10.0;41.7;32.5;69.5;55.6
9.5;41.7;31.0;69.5;55.6
9.0;41.7;29.3;69.5;55.6
8.6;41.7;27.8;69.5;55.6
8.2;41.7;26.6;69.5;55.6
7.9;41.7;25.6;69.5;55.6
7.7;41.7;24.9;69.5;55.6
7.6;41.7;24.6;69.5;55.6
7.5;41.7;24.5;69.5;55.6
7.5;41.7;24.5;69.5;55.6
7.5;41.7;24.4;69.5;55.6
7.5;41.7;24.3;69.5;55.6
7.4;41.7;24.0;69.5;55.6
7.3;41.7;23.7;69.5;55.6
7.2;41.7;23.3;69.5;55.6
7.0;41.7;22.8;69.5;55.6
6.9;41.7;22.5;69.5;55.6
6.8;41.7;22.2;69.5;55.6
6.7;41.7;21.9;69.5;55.6
6.7;41.7;21.8;69.5;55.6
6.7;41.7;21.7;69.5;55.6
6.6;41.7;21.5;69.5;55.6
6.5;41.7;21.2;69.5;55.6
6.4;41.7;20.7;69.5;55.6
6.2;41.7;20.1;69.5;55.6
5.9;41.7;19.2;69.5;55.6
5.6;41.7;18.3;69.5;55.6
5.3;41.7;17.2;69.5;55.6
5.0;41.7;16.3;69.5;55.6
4.8;41.7;15.6;69.5;55.6
4.6;41.7;14.9;69.5;55.6
4.4;41.7;14.3;69.5;55.6
4.3;41.7;13.9;69.5;55.6
4.2;41.7;13.5;69.5;55.6
4.0;41.7;13.2;69.5;55.6
3.9;41.7;12.7;69.5;55.6
3.8;41.7;12.3;69.5;55.6
3.6;41.7;11.8;69.5;55.6
3.5;41.7;11.4;69.5;55.6
3.4;41.7;10.9;69.5;55.6
3.3;41.7;10.6;69.5;55.6
3.2;41.7;10.4;69.5;55.6
3.1;41.7;10.2;69.5;55.6
3.1;41.7;10.2;69.5;55.6
3.2;41.7;10.3;69.5;55.6
3.2;41.7;10.4;69.5;55.6
3.2;41.7;10.5;69.5;55.6
3.3;41.7;10.6;69.5;55.6
3.3;41.7;10.8;69.5;55.6
3.4;41.7;10.9;69.5;55.6
3.4;41.7;11.1;69.5;55.6
3.5;41.7;11.3;69.5;55.6
3.6;41.7;11.7;69.5;55.6
3.8;41.7;12.3;69.5;55.6
4.0;41.7;13.0;69.5;55.6
4.3;41.7;13.8;69.5;55.6
4.6;41.7;14.9;69.5;55.6
4.9;41.7;16.0;69.5;55.6
5.2;41.7;17.0;69.5;55.6
5.5;41.7;17.9;69.5;55.6
5.8;41.7;18.7;69.5;55.6
6.0;41.7;19.5;69.5;55.6
6.2;41.7;20.2;69.5;55.6
6.5;41.7;21.0;69.5;55.6
6.8;41.7;21.9;69.5;55.6
7.1;41.7;23.1;69.5;55.6
7.5;41.7;24.4;69.5;55.6
8.0;41.7;25.9;69.5;55.6
8.5;41.7;27.6;69.5;55.6
9.0;41.7;29.4;69.5;55.6
9.6;41.7;31.1;69.5;55.6
10.1;41.7;32.7;69.5;55.6
10.5;41.7;34.2;69.5;55.6
11.0;41.7;35.6;69.4;55.6
11.4;41.7;37.0;69.4;55.6
11.8;41.7;38.3;69.4;55.6
12.2;41.7;39.6;69.4;55.6
12.6;41.7;41.0;69.4;55.6
13.0;41.7;42.3;69.4;55.6
13.5;41.7;43.7;69.4;55.6
13.9;41.7;45.2;69.4;55.6
14.3;41.7;46.5;69.4;55.6
14.7;41.7;47.8;69.4;55.6
15.1;41.7;48.9;69.4;55.6
15.4;41.7;49.9;69.4;55.6
15.6;41.7;50.8;69.4;55.5
15.9;41.7;51.6;69.4;55.5
16.1;41.7;52.3;69.4;55.5
16.3;41.7;53.0;69.4;55.5
16.5;41.7;53.6;69.4;55.5
16.7;41.7;54.2;69.4;55.5
16.9;41.7;54.8;69.4;55.5
17.0;41.7;55.3;69.4;55.5
17.2;41.7;55.8;69.4;55.5
17.3;41.7;56.3;69.4;55.5
17.5;41.7;56.8;69.4;55.5
17.6;41.7;57.3;69.4;55.5
17.8;41.7;57.7;69.4;55.5
17.9;41.7;58.2;69.4;55.5
18.0;41.7;58.6;69.4;55.5
18.2;41.7;59.0;69.4;55.5
18.3;41.7;59.4;69.4;55.5
18.4;41.7;59.9;69.4;55.5
18.6;41.7;60.3;69.4;55.5
18.7;41.7;60.7;69.4;55.5
18.8;41.6;61.2;69.4;55.5
18.9;41.6;61.5;69.4;55.5
19.0;41.6;61.8;69.4;55.5
19.1;41.6;62.1;69.4;55.5
19.2;41.6;62.3;69.4;55.5
19.2;41.6;62.5;69.4;55.5
19.3;41.6;62.6;69.4;55.5
19.3;41.6;62.7;69.4;55.5
19.3;41.6;62.8;69.4;55.5
19.3;41.6;62.9;69.4;55.5
19.4;41.6;63.0;69.4;55.5
19.4;41.6;63.0;69.4;55.5
19.4;41.6;63.1;69.4;55.5
19.4;41.6;63.1;69.4;55.5
19.5;41.6;63.2;69.4;55.5
19.5;41.6;63.3;69.4;55.5
19.5;41.6;63.4;69.4;55.5
19.5;41.6;63.5;69.4;55.5
19.6;41.6;63.5;69.4;55.5
19.6;41.6;63.6;69.4;55.5
19.6;41.6;63.7;69.4;55.5
19.6;41.6;63.8;69.4;55.5
19.7;41.6;63.9;69.4;55.5
19.7;41.6;64.1;69.4;55.5
19.8;41.6;64.2;69.4;55.5
19.8;41.6;64.4;69.4;55.5
19.9;41.6;64.6;69.4;55.5
19.9;41.6;64.8;69.4;55.5
20.0;41.6;65.1;69.4;55.5
20.1;41.6;65.4;69.4;55.5
20.2;41.6;65.7;69.4;55.5
20.3;41.6;65.9;69.4;55.5
20.3;41.6;65.9;69.4;55.5
20.3;41.6;65.9;69.4;55.5
20.2;41.6;65.7;69.4;55.5
20.1;41.6;65.4;69.4;55.5
20.0;41.6;65.1;69.4;55.5
20.0;41.6;64.9;69.4;55.5
20.0;41.6;64.9;69.4;55.5
20.0;41.6;65.0;69.4;55.5
20.1;41.6;65.2;69.4;55.5
20.2;41.6;65.5;69.4;55.5
20.2;41.6;65.8;69.4;55.5
20.3;41.6;65.9;69.4;55.5
20.3;41.6;65.8;69.4;55.5
20.2;41.6;65.6;69.4;55.5
20.0;41.6;65.1;69.4;55.5
19.8;41.6;64.5;69.4;55.5
19.6;41.6;63.8;69.4;55.5
19.5;41.6;63.2;69.4;55.5
19.3;41.6;62.7;69.4;55.5
19.2;41.6;62.3;69.4;55.5
19.1;41.6;61.9;69.4;55.5
19.0;41.6;61.7;69.4;55.5
18.9;41.6;61.5;69.4;55.5
18.9;41.6;61.3;69.4;55.5
18.8;41.6;61.2;69.4;55.5
18.8;41.6;61.0;69.4;55.5
18.8;41.6;61.0;69.4;55.5
18.7;41.6;60.9;69.4;55.5
18.7;41.6;60.8;69.4;55.5
18.6;41.6;60.5;69.4;55.5
18.5;41.6;60.1;69.4;55.5
18.4;41.6;59.6;69.4;55.5
18.2;41.6;59.0;69.4;55.5
17.9;41.6;58.3;69.3;55.5
17.7;41.6;57.5;69.3;55.5
17.5;41.6;56.8;69.3;55.5
17.3;41.6;56.2;69.3;55.5
17.2;41.6;55.8;69.3;55.5
17.0;41.6;55.4;69.3;55.5
17.0;41.6;55.1;69.3;55.5
16.9;41.6;54.9;69.3;55.5
16.8;41.6;54.6;69.3;55.5
16.7;41.6;54.3;69.3;55.5
16.6;41.6;54.0;69.3;55.5
16.5;41.6;53.7;69.3;55.5
16.4;41.6;53.3;69.3;55.5
16.3;41.6;52.9;69.3;55.5
16.2;41.6;52.5;69.3;55.5
16.1;41.6;52.2;69.3;55.5
16.0;41.6;51.9;69.3;55.5
15.9;41.6;51.6;69.3;55.5
15.8;41.6;51.3;69.3;55.5
15.7;41.6;51.1;69.3;55.5
15.6;41.6;50.8;69.3;55.5
15.6;41.6;50.6;69.3;55.5
15.5;41.6;50.5;69.3;55.5
15.5;41.6;50.3;69.3;55.5
15.4;41.6;50.1;69.3;55.5
15.4;41.6;50.0;69.3;55.5
15.4;41.6;49.9;69.3;55.5
15.4;41.6;49.9;69.3;55.5
15.4;41.6;50.0;69.3;55.5
15.4;41.6;50.1;69.3;55.5
15.5;41.6;50.2;69.3;55.5
15.5;41.6;50.4;69.3;55.5
15.6;41.6;50.7;69.3;55.5
15.7;41.6;51.1;69.3;55.5
15.8;41.6;51.5;69.3;55.5
16.0;41.6;51.9;69.3;55.5
16.2;41.6;52.5;69.3;55.5
16.3;41.6;53.1;69.3;55.4
16.5;41.6;53.7;69.3;55.4
16.7;41.6;54.2;69.3;55.4
16.9;41.6;54.8;69.3;55.4
17.0;41.6;55.4;69.3;55.4
17.2;41.6;56.0;69.3;55.4
17.4;41.6;56.6;69.3;55.4
17.6;41.6;57.3;69.3;55.4
17.9;41.6;58.1;69.3;55.4
18.1;41.6;59.0;69.3;55.4
18.5;41.6;60.0;69.3;55.4
18.8;41.6;61.1;69.3;55.4
19.1;41.6;62.1;69.3;55.4
19.4;41.6;62.9;69.3;55.4
19.6;41.6;63.6;69.3;55.4
19.7;41.6;64.0;69.3;55.4
19.8;41.6;64.3;69.3;55.4
19.8;41.6;64.3;69.3;55.4
19.8;41.6;64.2;69.3;55.4
19.7;41.6;64.1;69.3;55.4
19.6;41.6;63.8;69.3;55.4
19.5;41.6;63.5;69.3;55.4
19.4;41.6;63.1;69.3;55.4
19.3;41.6;62.6;69.3;55.4
19.1;41.6;62.1;69.3;55.4
18.9;41.6;61.5;69.3;55.4
18.7;41.6;60.8;69.3;55.4
18.5;41.6;60.0;69.3;55.4
18.2;41.6;59.2;69.3;55.4
17.9;41.6;58.3;69.3;55.4
17.7;41.6;57.4;69.3;55.4
17.4;41.6;56.5;69.3;55.4
17.1;41.6;55.6;69.3;55.4
16.9;41.6;54.8;69.3;55.4
16.6;41.6;54.0;69.3;55.4
16.4;41.6;53.3;69.3;55.4
