1_G137.1;2_G-56.47;3_G36.31;6_G63.29;8_G40.43
134.7;0.0;30.7;47.2;0.0
134.4;-0.0;31.2;46.7;-0.0
129.6;-0.0;31.3;47.7;-0.0
129.7;-0.0;31.3;48.3;-0.0
129.8;-0.0;31.9;47.7;-0.0
126.9;-0.0;31.5;48.0;-0.0
125.9;-0.0;31.9;47.7;-0.0
122.7;-0.0;32.1;47.6;-0.0
119.4;-0.0;32.0;47.5;-0.0
116.8;-0.0;32.4;48.0;-0.0
117.1;-0.0;31.8;47.1;-0.0
115.4;-0.0;33.1;47.2;-0.0
114.5;-0.0;32.4;48.1;-0.0
111.7;0.0;32.8;48.1;0.0
111.7;0.0;32.9;47.8;0.0
112.3;0.0;33.1;48.9;0.0
113.5;0.0;33.5;48.0;0.0
112.1;0.0;32.2;48.2;0.0
112.0;0.0;33.3;47.7;0.0
110.1;0.0;32.5;47.6;0.0
109.9;0.0;32.9;48.2;0.0
110.4;0.0;33.3;47.8;0.0
110.1;0.0;33.5;48.3;0.0
110.0;0.0;33.8;47.6;0.0
107.0;-0.0;33.1;48.7;-0.0
110.3;-0.0;33.7;48.8;-0.0
105.3;-0.0;33.3;48.5;-0.0
106.9;-0.0;33.1;48.7;-0.0
105.5;-0.0;33.2;48.2;-0.0
106.0;-0.0;33.8;48.1;-0.0
105.4;-0.0;33.9;47.5;-0.0
104.3;-0.0;33.7;49.1;-0.0
104.1;-0.0;34.7;48.5;-0.0
103.4;-0.0;34.2;48.9;-0.0
101.5;-0.0;34.6;48.5;-0.0
98.0;-0.0;35.0;48.1;-0.0
98.0;0.0;35.3;49.0;0.0
96.4;0.0;35.8;49.0;0.0
95.8;0.0;35.6;48.2;0.0
94.1;0.0;36.5;49.3;0.0
93.5;0.0;36.3;48.6;0.0
92.7;0.0;36.7;48.8;0.0
92.5;0.0;37.1;49.5;0.0
91.4;0.0;37.7;48.7;0.0
89.9;0.0;38.3;48.6;0.0
88.7;0.0;37.9;49.4;0.0
87.2;0.0;39.2;48.9;0.0
86.4;0.0;39.1;48.9;0.0
85.2;0.0;40.2;48.7;0.0
84.7;-0.0;41.2;49.3;-0.0
83.6;-0.0;42.0;48.7;-0.0
82.1;-0.0;42.3;49.8;-0.0
80.5;-0.0;43.6;50.3;-0.0
79.2;-0.0;44.3;49.3;-0.0
80.3;-0.0;45.3;48.5;-0.0
80.0;-0.0;46.8;49.9;-0.0
80.5;-0.0;47.7;48.9;-0.0
77.1;-0.0;47.9;48.2;-0.0
76.7;-0.0;49.2;50.0;-0.0
76.0;-0.0;50.5;49.8;-0.0
75.2;-0.0;52.0;48.3;-0.0
74.0;0.0;52.6;49.4;0.0
76.2;0.0;52.7;49.7;0.0
75.4;0.0;54.0;49.9;0.0
76.0;0.0;55.8;48.5;0.0
77.3;0.0;56.7;49.3;0.0
76.9;0.0;58.1;49.1;0.0
77.9;0.0;58.8;49.9;0.0
77.4;0.0;59.0;49.8;0.0
79.7;0.0;60.2;49.6;0.0
78.7;0.0;61.0;48.9;0.0
78.9;0.0;61.9;49.1;0.0
80.1;0.0;61.1;50.7;0.0
80.2;-0.0;61.1;50.1;-0.0
82.1;-0.0;62.3;49.6;-0.0
85.2;-0.0;61.1;49.6;-0.0
88.3;-0.0;61.3;50.0;-0.0
89.2;-0.0;61.0;50.6;-0.0
91.0;-0.0;61.2;50.5;-0.0
94.8;-0.0;60.4;50.2;-0.0
95.7;-0.0;61.5;50.8;-0.0
98.3;-0.0;60.6;50.5;-0.0
100.6;-0.0;60.7;49.2;-0.0
101.2;-0.0;58.4;49.8;-0.0
106.5;0.0;58.7;49.7;0.0
107.2;0.1;58.1;50.4;0.1
109.0;0.1;57.8;50.7;0.2
110.8;0.2;57.1;50.3;0.3
113.4;0.3;57.6;50.8;0.5
113.7;0.4;57.4;50.9;0.7
115.9;0.5;56.4;50.2;1.0
118.2;0.7;56.5;50.0;1.3
117.0;0.9;55.9;50.9;1.7
118.1;1.1;55.5;49.9;2.1
118.8;1.4;55.1;51.4;2.7
118.1;1.7;54.7;50.1;3.2
117.1;2.1;54.0;49.8;3.8
118.0;2.6;54.0;50.0;4.7
117.7;3.1;54.0;49.6;5.4
115.5;3.6;54.1;50.4;6.4
115.5;4.2;54.7;50.9;7.2
115.1;4.8;55.1;51.0;8.4
112.4;5.4;55.5;50.7;9.5
110.8;6.2;55.4;50.2;10.5
110.3;6.8;55.7;51.5;11.7
110.7;7.7;56.7;49.9;12.9
106.6;8.4;56.9;51.1;14.2
104.5;9.3;56.4;50.3;15.1
102.3;9.9;58.1;50.0;16.1
100.4;10.9;57.2;50.6;17.2
98.5;11.8;57.9;50.9;18.7
94.3;12.7;58.7;50.1;19.7
96.1;13.2;59.9;50.7;20.5
92.9;14.3;60.5;51.1;21.2
90.0;15.1;59.5;52.4;23.0
90.3;16.1;61.3;51.8;24.1
86.6;16.8;61.7;51.5;24.3
85.7;17.4;60.9;52.2;25.8
85.0;18.1;61.4;51.0;26.2
81.2;18.7;61.8;51.0;27.0
79.9;19.7;62.1;51.3;28.4
77.6;20.5;61.5;51.3;28.4
78.0;21.0;62.5;52.1;29.4
75.8;22.0;61.3;50.0;30.0
76.7;22.2;61.4;51.0;30.9
75.9;22.6;61.9;52.5;31.1
75.0;23.8;61.8;51.6;31.3
73.7;24.1;60.9;51.3;32.0
74.7;24.2;59.5;52.0;32.2
72.7;24.7;59.4;50.6;32.2
72.0;25.4;59.3;51.3;32.7
72.5;25.8;58.6;51.3;32.9
73.2;26.5;58.3;51.1;33.1
72.7;27.0;58.8;51.8;33.5
71.3;27.5;59.2;51.2;33.0
72.6;27.4;58.0;51.0;33.3
72.3;27.6;57.7;51.4;33.4
72.6;28.4;56.7;51.8;33.3
71.8;27.9;56.9;51.8;33.9
72.5;27.8;57.6;51.6;33.9
72.3;28.6;57.4;51.2;33.6
73.7;28.9;56.6;51.2;33.2
73.5;28.6;56.7;52.2;33.3
75.0;29.3;57.3;51.5;32.7
74.0;28.3;56.6;52.3;32.5
75.4;29.1;57.7;51.9;31.3
75.0;28.3;58.1;52.2;31.5
74.6;28.2;58.3;51.6;30.8
72.5;28.1;58.9;52.2;30.6
75.3;28.3;59.5;51.0;30.4
73.2;27.1;60.6;51.9;30.2
74.4;27.3;61.9;51.4;30.0
74.2;27.3;62.0;51.5;29.5
75.1;26.6;62.7;51.6;28.5
74.5;25.9;63.1;53.0;27.9
75.5;26.1;63.2;51.2;28.0
75.4;25.7;64.3;52.8;26.9
74.2;24.4;65.8;52.0;26.1
74.2;23.9;66.8;52.1;25.2
74.7;23.4;67.1;52.9;24.7
74.4;22.6;69.3;52.6;24.6
73.7;22.4;70.1;52.7;23.9
74.2;21.5;70.6;53.3;22.7
73.5;20.7;70.5;52.2;22.0
74.3;20.1;73.2;52.7;21.2
75.9;19.6;72.4;52.5;20.1
76.0;18.7;72.4;52.6;19.4
76.7;17.8;72.0;53.4;18.9
79.0;16.9;73.4;52.0;18.0
79.0;16.3;73.3;53.0;16.9
80.5;15.5;73.9;53.0;16.4
81.9;14.4;73.6;52.9;15.4
84.0;13.6;73.5;53.0;14.3
86.2;12.9;72.7;51.9;13.7
87.2;12.0;73.0;52.3;12.9
86.6;11.1;71.1;52.8;12.0
90.8;10.2;72.1;53.1;10.9
92.3;9.4;71.6;52.2;10.2
91.9;8.7;71.0;52.3;9.4
91.1;7.8;69.6;53.3;8.7
94.3;7.3;69.2;53.4;7.8
95.8;6.3;69.9;52.5;7.1
98.9;5.8;70.0;53.7;6.2
99.0;5.0;68.4;52.8;5.6
101.0;4.4;66.9;53.6;4.9
103.2;3.8;67.2;53.7;4.2
102.3;3.1;67.7;53.0;3.6
106.0;2.6;66.7;53.5;3.0
106.3;2.2;67.1;53.4;2.6
104.8;1.7;66.5;52.8;2.1
106.3;1.4;65.7;53.2;1.6
106.6;1.0;66.1;52.8;1.2
107.3;0.7;65.3;52.9;0.9
107.3;0.5;66.2;53.3;0.6
107.3;0.3;67.0;53.4;0.4
104.9;0.2;66.9;54.3;0.2
102.8;0.1;67.5;53.7;0.1
105.5;-0.0;68.2;52.7;-0.0
103.1;-0.0;66.5;53.4;-0.0
104.0;-0.0;68.8;53.6;-0.0
103.0;-0.0;68.6;53.1;-0.0
101.1;-0.0;70.1;54.0;-0.0
101.3;-0.0;69.6;54.2;-0.0
99.9;-0.0;73.6;53.5;-0.0
101.4;0.0;71.3;52.9;0.0
98.0;0.0;73.0;53.9;0.0
97.0;0.0;74.7;53.2;0.1
95.8;0.0;73.6;53.8;0.1
95.9;0.0;75.6;53.5;0.1
93.2;0.0;74.3;54.2;0.1
96.7;0.0;77.2;54.5;0.1
95.5;0.0;77.6;53.9;0.1
93.9;0.0;77.8;54.1;0.0
94.3;0.0;80.4;54.5;0.0
93.1;0.0;79.8;54.2;0.0
94.6;0.0;80.0;53.9;0.0
96.2;0.0;80.2;54.6;0.0
96.2;-0.0;80.4;54.3;-0.0
95.6;-0.0;81.9;54.3;-0.0
94.7;-0.0;82.5;54.4;-0.0
98.1;-0.0;82.3;54.6;-0.0
97.9;-0.0;81.9;54.8;-0.0
97.1;-0.0;82.5;54.8;-0.0
99.4;-0.0;82.9;54.9;-0.0
100.7;-0.0;83.1;54.1;-0.0
101.1;-0.0;83.5;54.4;-0.0
102.0;-0.0;81.9;54.2;-0.0
101.0;-0.0;82.2;54.6;-0.0
105.7;0.0;81.8;55.1;0.0
