1_G137.1;2_G-56.47;3_G36.31;6_G63.29;8_G40.43
45.6;0.0;129.7;33.7;0.0
45.2;-0.0;129.3;33.9;-0.0
44.4;-0.0;132.5;34.8;-0.0
42.7;-0.0;129.0;34.0;-0.0
41.5;-0.0;130.0;33.7;-0.0
40.8;-0.0;129.0;33.8;-0.0
38.2;-0.0;132.7;33.9;-0.0
37.4;-0.0;128.3;34.3;-0.0
34.6;-0.0;129.3;33.7;-0.0
32.9;-0.0;127.2;34.3;-0.0
31.1;-0.0;131.6;33.9;-0.0
29.8;-0.0;131.4;34.0;-0.0
27.7;-0.0;131.4;33.8;-0.0
27.2;0.0;127.4;33.7;0.0
27.0;0.0;127.7;34.3;0.0
27.0;0.0;129.6;33.5;0.0
26.9;0.0;131.3;34.5;0.0
26.7;0.0;130.2;33.6;0.0
26.3;0.0;131.0;34.1;0.0
26.2;0.0;130.8;34.5;0.0
26.2;0.0;130.0;33.9;0.0
25.6;0.0;127.5;34.1;0.0
24.7;0.0;128.9;33.6;0.0
24.4;0.0;128.0;34.0;0.0
24.4;-0.0;128.6;33.9;-0.0
23.9;-0.0;129.4;33.8;-0.0
23.7;-0.0;131.6;34.0;-0.0
23.6;-0.0;131.4;33.8;-0.0
23.5;-0.0;131.3;34.4;-0.0
22.9;-0.0;131.1;34.1;-0.0
22.3;-0.0;131.2;33.7;-0.0
21.4;-0.0;129.8;33.5;-0.0
20.1;-0.0;128.7;34.1;-0.0
19.0;-0.0;132.3;33.6;-0.0
17.9;-0.0;128.5;33.7;-0.0
16.7;-0.0;127.9;33.5;-0.0
16.1;0.0;130.4;34.1;0.0
15.3;0.0;131.9;33.4;0.0
14.4;0.0;129.0;33.4;0.0
13.7;0.0;128.0;34.1;0.0
13.3;0.0;128.3;33.3;0.0
12.9;0.0;129.4;33.4;0.0
12.4;0.0;130.6;33.7;0.0
11.7;0.0;131.7;33.5;0.0
11.4;0.0;131.0;33.4;0.0
10.7;0.0;130.7;33.6;0.0
10.1;0.0;130.3;33.4;0.0
9.7;0.0;129.7;33.2;0.0
9.3;0.0;129.1;33.9;0.0
9.1;-0.0;128.4;33.6;-0.0
9.1;-0.0;127.9;33.5;-0.0
9.3;-0.0;129.4;33.7;-0.0
9.5;-0.0;129.2;33.4;-0.0
9.6;-0.0;128.4;33.6;-0.0
9.9;-0.0;129.3;33.9;-0.0
10.0;-0.0;128.6;34.2;-0.0
10.2;-0.0;128.7;33.5;-0.0
10.2;-0.0;129.0;34.0;-0.0
10.9;-0.0;129.2;33.6;-0.0
11.3;-0.0;132.1;33.4;-0.0
11.9;-0.0;130.3;33.7;-0.0
12.8;0.0;133.4;34.2;0.0
13.8;0.0;129.8;34.1;0.0
15.3;0.0;128.8;33.8;0.0
16.5;0.0;129.7;33.3;0.0
17.7;0.0;131.8;33.7;0.0
19.2;0.0;130.5;34.1;0.0
20.0;0.0;131.3;33.6;0.0
21.1;0.0;129.6;34.1;0.0
21.7;0.0;130.8;34.2;0.0
22.8;0.0;131.0;33.6;0.0
24.1;0.0;129.0;33.9;0.0
25.5;0.0;130.7;33.8;0.0
27.8;-0.0;130.2;33.4;-0.0
28.8;-0.0;132.5;33.7;-0.0
31.5;-0.0;129.4;34.1;-0.0
33.3;-0.0;129.1;33.3;-0.0
35.6;-0.0;130.8;33.5;-0.0
38.3;-0.0;130.8;33.7;-0.0
39.3;-0.0;130.1;33.6;-0.0
41.5;-0.0;130.5;33.4;-0.0
43.6;-0.0;127.4;33.8;-0.0
44.8;-0.0;128.6;33.3;-0.0
46.6;-0.0;129.5;33.3;-0.0
48.2;0.0;127.7;33.6;0.0
50.0;0.1;130.6;33.2;0.1
52.2;0.1;128.0;33.5;0.1
52.6;0.2;129.1;33.4;0.2
54.9;0.3;130.7;33.1;0.3
56.1;0.5;131.6;33.9;0.5
56.5;0.6;128.8;33.5;0.6
57.9;0.8;129.4;33.4;0.8
59.0;1.1;129.2;33.4;1.1
59.3;1.4;129.3;33.7;1.3
59.1;1.7;131.5;34.0;1.7
60.4;2.0;129.5;33.0;2.0
60.1;2.4;131.5;33.6;2.4
59.4;2.9;130.8;33.9;2.9
58.7;3.4;129.8;33.5;3.5
57.2;3.9;129.3;33.4;4.0
57.6;4.5;130.2;32.7;4.5
56.8;5.1;128.6;33.3;5.2
56.6;5.7;129.8;33.3;5.7
55.8;6.3;128.1;33.9;6.7
55.1;6.9;129.0;33.7;7.3
54.3;7.7;129.8;33.4;8.1
53.8;8.4;130.3;33.5;8.8
51.2;8.8;131.3;33.0;9.5
51.9;9.5;130.8;33.2;10.1
50.9;10.1;130.8;33.6;11.3
50.1;10.5;130.2;33.5;11.9
49.3;11.2;129.0;33.8;12.5
48.5;11.8;129.3;33.9;13.3
47.8;12.1;128.2;32.9;14.0
47.7;12.5;130.6;32.9;14.9
47.0;13.1;129.1;33.1;15.6
46.5;13.3;128.9;33.4;16.2
45.0;13.8;132.3;33.6;17.1
43.9;14.2;131.6;33.6;17.5
42.8;14.7;128.6;32.9;18.0
42.2;14.9;129.7;33.3;18.9
41.2;15.2;129.5;33.3;19.4
41.1;15.6;130.5;33.3;20.2
40.3;15.7;132.0;33.0;20.7
39.4;15.8;127.9;33.5;21.1
38.7;16.1;130.7;33.5;21.6
38.5;16.2;132.1;32.9;21.5
37.7;16.5;129.4;33.3;22.6
37.5;16.6;132.1;33.1;23.1
36.6;16.5;131.9;32.7;23.4
36.5;17.1;131.2;33.0;24.2
36.8;16.9;129.5;33.2;24.0
36.2;17.1;130.5;33.2;24.8
36.4;17.0;129.7;33.6;24.7
35.6;17.2;129.6;33.2;25.1
35.2;17.3;131.7;33.2;24.9
35.4;17.2;129.3;33.1;25.5
34.6;17.4;129.3;33.0;25.6
34.8;17.7;127.0;33.1;25.5
35.6;17.7;132.6;33.3;25.7
36.2;17.4;131.9;33.3;26.3
36.0;17.8;131.5;33.1;26.1
36.4;17.8;129.1;32.7;25.7
35.6;17.9;130.0;32.9;25.9
37.0;17.7;129.4;33.3;26.0
36.7;17.9;129.0;33.1;25.7
36.1;17.8;134.3;32.7;25.8
36.2;17.7;130.8;33.5;25.1
36.5;17.4;128.5;32.7;25.7
36.7;17.8;129.7;33.7;25.2
36.2;17.5;130.8;32.7;24.5
37.4;17.8;129.9;32.6;24.4
37.8;17.2;130.3;32.8;24.1
38.6;17.6;129.6;32.6;23.8
38.9;17.7;132.8;33.1;23.8
39.4;17.4;128.0;32.7;22.9
40.2;17.1;132.4;32.4;22.3
40.6;17.1;131.8;32.7;22.2
41.0;16.9;131.0;32.9;21.3
40.8;16.9;128.9;33.2;21.1
41.1;16.6;129.3;33.2;19.9
40.5;16.2;130.0;32.9;20.0
40.8;15.7;131.0;32.8;19.4
41.0;15.9;131.7;33.6;18.6
42.3;15.5;129.0;33.2;18.2
42.1;15.1;127.1;33.0;17.5
44.3;14.9;130.7;33.1;16.5
43.6;14.6;129.6;33.1;15.9
45.2;13.9;130.2;32.7;15.3
45.8;13.4;129.0;32.7;14.4
48.4;13.0;132.6;33.0;13.9
48.6;12.7;129.8;33.1;13.1
50.1;12.2;131.4;32.7;12.2
50.4;11.4;130.7;33.2;11.5
51.5;10.7;127.4;32.8;10.7
51.9;10.3;131.1;32.6;10.0
53.3;9.7;128.5;33.1;9.1
52.5;9.0;131.6;32.2;8.5
52.0;8.4;132.1;32.5;7.6
54.3;7.8;129.6;32.8;7.2
55.3;7.0;131.1;33.0;6.4
55.4;6.3;130.4;32.3;5.7
58.4;5.8;129.8;33.3;5.2
60.9;5.1;124.6;32.5;4.5
62.6;4.6;124.7;32.7;4.0
64.0;4.1;125.6;32.7;3.5
66.7;3.4;122.5;33.0;2.9
67.8;2.9;122.0;32.6;2.4
69.5;2.4;120.4;32.4;2.0
71.2;2.0;119.0;32.5;1.6
73.3;1.5;119.3;33.1;1.3
73.4;1.1;116.8;33.1;1.0
74.5;0.8;116.7;33.1;0.7
