1_G137.1;2_G-56.47;3_G36.31;6_G63.29;8_G40.43
112.9;-0.0;45.7;53.4;-0.0
111.2;-0.0;46.4;53.4;-0.0
109.5;-0.0;47.0;53.4;-0.0
107.6;-0.0;47.6;53.3;-0.0
105.6;-0.0;48.2;53.3;-0.0
103.4;-0.0;48.7;53.3;-0.0
101.1;-0.0;49.3;53.3;-0.0
98.7;-0.0;49.7;53.3;-0.0
96.2;-0.0;50.2;53.3;-0.0
93.8;-0.0;50.6;53.3;-0.0
91.9;-0.0;51.1;53.3;-0.0
90.3;-0.0;51.4;53.2;-0.0
89.1;0.0;51.8;53.2;0.0
88.3;0.0;52.1;53.2;0.0
87.9;0.0;52.4;53.2;0.0
87.7;0.0;52.6;53.2;0.0
87.4;0.0;52.9;53.2;0.0
87.0;0.0;53.1;53.2;0.0
86.6;0.0;53.3;53.2;0.0
86.0;0.0;53.4;53.1;0.0
85.4;0.0;53.5;53.1;0.0
84.7;0.0;53.6;53.1;0.0
84.2;0.0;53.7;53.1;0.0
83.8;-0.0;53.7;53.1;-0.0
83.5;-0.0;53.8;53.1;-0.0
83.3;-0.0;53.7;53.1;-0.0
83.2;-0.0;53.7;53.0;-0.0
83.1;-0.0;53.7;53.0;-0.0
82.8;-0.0;53.6;53.0;-0.0
82.3;-0.0;53.5;53.0;-0.0
81.6;-0.0;53.4;53.0;-0.0
80.7;-0.0;53.2;53.0;-0.0
79.6;-0.0;53.1;53.0;-0.0
78.5;-0.0;52.9;53.0;-0.0
77.6;-0.0;52.7;52.9;-0.0
76.8;0.0;52.5;52.9;0.0
76.2;0.0;52.3;52.9;0.0
75.7;0.0;52.0;52.9;0.0
75.5;0.0;51.8;52.9;0.0
75.3;0.0;51.5;52.9;0.0
75.1;0.0;51.2;52.9;0.0
74.9;0.0;50.9;52.8;0.0
74.6;0.0;50.6;52.8;0.0
74.4;0.0;50.3;52.8;0.0
74.1;0.0;50.0;52.8;0.0
73.9;0.0;49.7;52.8;0.0
73.8;0.0;49.3;52.8;0.0
73.9;0.0;49.0;52.8;0.0
74.1;-0.0;48.6;52.8;-0.0
74.4;-0.0;48.3;52.7;-0.0
74.8;-0.0;47.9;52.7;-0.0
75.4;-0.0;47.6;52.7;-0.0
75.9;-0.0;47.2;52.7;-0.0
76.4;-0.0;46.9;52.7;-0.0
76.9;-0.0;46.6;52.7;-0.0
77.4;-0.0;46.2;52.7;-0.0
77.9;-0.0;46.0;52.6;-0.0
78.5;-0.0;45.7;52.6;-0.0
79.3;-0.0;45.4;52.6;-0.0
80.2;-0.0;45.2;52.6;-0.0
81.4;0.0;45.0;52.6;0.0
82.7;0.0;44.8;52.6;0.0
84.1;0.0;44.6;52.6;0.0
85.6;0.0;44.5;52.6;0.0
87.0;0.0;44.4;52.5;0.0
88.3;0.0;44.4;52.5;0.0
89.4;0.0;44.4;52.5;0.0
90.3;0.0;44.4;52.5;0.0
91.2;0.0;44.5;52.5;0.0
92.0;0.0;44.6;52.5;0.0
93.1;0.0;44.8;52.5;0.0
94.4;0.0;45.1;52.4;0.0
95.8;-0.0;45.3;52.4;-0.0
97.4;-0.0;45.7;52.4;-0.0
99.2;-0.0;46.1;52.4;-0.0
101.0;-0.0;46.5;52.4;-0.0
102.7;-0.0;47.0;52.4;-0.0
104.2;-0.0;47.5;52.4;-0.0
105.6;-0.0;48.1;52.4;-0.0
106.8;-0.0;48.7;52.3;-0.0
107.9;-0.0;49.3;52.3;-0.0
109.0;-0.0;49.9;52.3;-0.0
110.0;-0.0;50.6;52.3;-0.0
111.1;0.0;51.2;52.3;0.0
112.1;0.1;51.9;52.3;0.1
113.0;0.1;52.6;52.3;0.2
114.0;0.2;53.3;52.3;0.3
114.9;0.3;53.9;52.2;0.4
115.5;0.5;54.5;52.2;0.6
116.0;0.7;55.1;52.2;0.8
116.3;0.9;55.7;52.2;1.1
116.3;1.1;56.3;52.2;1.4
116.1;1.4;56.8;52.2;1.8
115.8;1.7;57.2;52.2;2.3
115.4;2.1;57.6;52.1;2.8
114.9;2.6;57.9;52.1;3.4
114.2;3.1;58.1;52.1;4.1
113.4;3.7;58.3;52.1;4.8
112.6;4.3;58.4;52.1;5.7
111.6;5.0;58.4;52.1;6.6
110.7;5.7;58.4;52.1;7.5
109.6;6.4;58.3;52.1;8.5
108.5;7.2;58.2;52.0;9.6
107.4;8.0;58.0;52.0;10.6
106.3;8.8;57.8;52.0;11.7
105.1;9.6;57.6;52.0;12.9
104.0;10.5;57.3;52.0;14.0
102.9;11.3;57.0;52.0;15.1
101.8;12.1;56.8;52.0;16.2
100.8;12.9;56.5;51.9;17.3
99.8;13.7;56.2;51.9;18.3
98.8;14.5;55.9;51.9;19.4
97.8;15.3;55.6;51.9;20.4
96.7;16.0;55.3;51.9;21.4
95.6;16.7;55.1;51.9;22.4
94.5;17.4;54.9;51.9;23.3
93.4;18.1;54.7;51.9;24.2
92.2;18.7;54.5;51.8;25.1
91.1;19.4;54.4;51.8;25.9
90.0;19.9;54.3;51.8;26.6
88.9;20.5;54.2;51.8;27.3
87.9;21.0;54.2;51.8;28.0
86.9;21.4;54.3;51.8;28.6
85.9;21.9;54.3;51.8;29.1
85.0;22.3;54.4;51.7;29.6
84.2;22.6;54.5;51.7;30.1
83.4;22.9;54.7;51.7;30.5
82.7;23.2;54.8;51.7;30.9
82.1;23.5;55.0;51.7;31.2
81.5;23.7;55.1;51.7;31.5
81.1;23.9;55.3;51.7;31.7
80.7;24.1;55.4;51.7;31.9
80.4;24.3;55.6;51.6;32.1
80.2;24.4;55.7;51.6;32.3
80.1;24.4;55.8;51.6;32.3
80.1;24.5;55.9;51.6;32.4
80.2;24.5;55.9;51.6;32.4
80.6;24.5;55.9;51.6;32.4
81.1;24.5;55.8;51.6;32.3
81.7;24.4;55.7;51.6;32.2
82.6;24.3;55.6;51.5;32.0
83.6;24.1;55.4;51.5;31.8
84.5;23.9;55.1;51.5;31.6
85.4;23.7;54.8;51.5;31.3
