1_G137.1;2_G-56.47;3_G36.31;6_G63.29;8_G40.43
77.2;0.0;22.1;119.1;0.0
74.9;-0.0;21.7;119.5;-0.0
75.3;-0.0;21.7;116.3;-0.0
72.1;-0.0;22.2;117.3;-0.0
72.2;-0.0;22.4;118.0;-0.0
69.9;-0.0;22.0;118.3;-0.0
68.7;-0.0;22.3;117.7;-0.0
66.8;-0.0;22.6;118.2;-0.0
64.8;-0.0;22.4;118.2;-0.0
62.2;-0.0;22.0;116.6;-0.0
60.5;-0.0;22.4;116.2;-0.0
57.6;-0.0;22.5;117.7;-0.0
57.1;-0.0;22.5;119.2;-0.0
56.2;0.0;22.2;118.1;0.0
55.8;0.0;22.7;118.3;0.0
55.2;0.0;22.7;118.5;0.0
55.3;0.0;23.0;119.3;0.0
56.3;0.0;22.5;119.8;0.0
55.3;0.0;22.5;117.2;0.0
55.2;0.0;23.0;117.1;0.0
54.2;0.0;22.6;116.9;0.0
55.3;0.0;22.5;118.2;0.0
53.2;0.0;23.1;119.4;0.0
54.2;0.0;23.0;117.4;0.0
52.9;-0.0;22.5;118.1;-0.0
52.8;-0.0;23.0;117.9;-0.0
52.4;-0.0;22.5;118.5;-0.0
52.2;-0.0;22.3;119.0;-0.0
51.8;-0.0;22.9;118.3;-0.0
51.5;-0.0;22.4;118.7;-0.0
51.0;-0.0;22.6;118.4;-0.0
49.2;-0.0;22.8;117.4;-0.0
49.4;-0.0;22.7;118.7;-0.0
47.6;-0.0;22.4;117.4;-0.0
46.4;-0.0;22.7;119.3;-0.0
45.2;-0.0;22.3;119.0;-0.0
44.7;0.0;23.1;117.3;0.0
43.5;0.0;22.2;118.8;0.0
42.7;0.0;22.2;118.3;0.0
42.1;0.0;22.5;119.9;0.0
42.2;0.0;22.5;118.1;0.0
40.6;0.0;22.4;118.1;0.0
41.4;0.0;22.0;119.2;0.0
40.5;0.0;22.3;117.6;0.0
39.9;0.0;22.1;120.4;0.0
39.2;0.0;21.8;118.6;0.0
39.1;0.0;22.1;120.0;0.0
38.3;0.0;21.8;117.9;0.0
38.6;0.0;22.1;119.3;0.0
38.3;-0.0;21.7;118.7;-0.0
38.8;-0.0;21.5;118.3;-0.0
38.4;-0.0;21.7;119.1;-0.0
38.7;-0.0;21.4;118.7;-0.0
38.8;-0.0;21.1;115.1;-0.0
39.2;-0.0;21.4;118.2;-0.0
39.3;-0.0;21.3;115.1;-0.0
40.0;-0.0;21.1;118.1;-0.0
40.6;-0.0;21.3;117.9;-0.0
40.8;-0.0;21.0;116.9;-0.0
41.4;-0.0;21.0;117.7;-0.0
41.3;-0.0;20.7;119.0;-0.0
42.7;0.0;21.1;117.9;0.0
44.7;0.0;20.4;119.8;0.0
45.3;0.0;20.6;119.3;0.0
47.3;0.0;20.2;118.4;0.0
47.8;0.0;20.5;118.0;0.0
49.0;0.0;20.4;117.3;0.0
50.9;0.0;20.3;117.9;0.0
52.5;0.0;20.4;118.0;0.0
53.1;0.0;20.2;118.0;0.0
53.6;0.0;20.4;117.3;0.0
55.0;0.0;19.6;115.9;0.0
56.4;0.0;20.4;118.6;0.0
58.5;-0.0;20.1;120.2;-0.0
61.1;-0.0;20.3;120.0;-0.0
62.1;-0.0;20.3;117.8;-0.0
64.6;-0.0;20.5;116.3;-0.0
67.4;-0.0;20.3;118.5;-0.0
68.1;-0.0;20.7;118.4;-0.0
71.4;-0.0;20.3;119.2;-0.0
71.9;-0.0;20.5;117.2;-0.0
73.6;-0.0;20.7;118.3;-0.0
76.5;-0.0;20.9;117.4;-0.0
77.0;-0.0;20.7;120.4;-0.0
78.8;0.0;20.9;117.7;0.0
80.2;0.1;21.0;118.7;0.1
81.4;0.1;21.3;118.3;0.2
83.9;0.2;20.8;117.0;0.3
83.9;0.4;21.1;117.4;0.4
87.1;0.5;21.3;119.6;0.6
87.3;0.7;21.7;117.9;0.9
87.4;0.9;21.6;116.2;1.1
87.7;1.2;21.7;118.1;1.4
88.4;1.5;21.8;117.5;1.8
88.4;1.9;22.3;118.2;2.3
88.2;2.3;22.2;118.0;2.8
87.9;2.7;22.2;117.5;3.4
88.1;3.3;22.1;118.5;4.0
86.3;3.9;22.4;117.8;4.8
85.7;4.5;23.0;120.0;5.5
84.5;5.2;22.6;117.3;6.4
83.3;5.9;22.8;118.4;7.3
82.4;6.6;23.1;118.6;8.0
80.6;7.3;23.5;118.3;9.1
80.4;8.1;22.9;116.3;9.9
78.4;8.9;23.2;118.5;11.0
78.1;9.6;23.2;118.2;12.1
76.6;10.3;23.5;116.7;13.1
76.4;10.9;24.1;118.2;14.1
73.4;11.6;23.5;118.5;14.7
72.6;12.3;23.3;118.6;15.6
72.5;12.7;24.1;118.9;16.4
71.8;13.3;23.7;116.3;17.5
69.8;13.7;24.2;116.6;18.3
68.7;14.3;24.0;116.3;19.0
68.9;14.6;24.0;117.7;20.1
67.9;15.4;23.8;120.9;20.5
67.0;15.5;24.0;117.5;21.2
66.3;15.9;23.7;117.4;21.6
65.5;16.1;23.1;120.9;22.5
65.3;16.3;23.2;119.2;23.2
64.4;16.9;23.6;119.4;24.0
64.4;16.8;23.0;117.6;24.3
63.0;17.0;23.4;117.1;24.8
62.9;17.1;23.2;117.7;25.0
62.2;17.1;23.4;119.4;25.6
62.1;17.4;22.8;120.1;25.7
63.2;17.3;23.0;119.5;26.1
62.7;17.3;22.7;117.9;26.4
62.0;17.5;22.5;117.5;27.2
62.3;17.1;22.3;118.4;26.9
63.1;17.2;22.3;118.9;27.4
61.4;17.3;22.3;117.1;27.4
62.5;17.1;21.7;116.4;27.5
63.4;17.4;21.6;116.3;27.6
63.1;17.2;22.0;117.1;27.8
62.7;17.4;21.6;115.0;28.0
63.8;17.0;21.8;117.9;28.3
63.8;17.3;21.4;118.5;27.9
64.2;17.2;21.8;119.9;27.7
64.4;17.4;21.0;118.2;28.0
66.0;17.4;20.9;117.9;27.9
66.8;17.2;21.3;118.9;28.2
65.8;17.5;21.3;116.0;27.9
66.9;17.2;21.2;119.7;28.3
67.4;17.5;21.2;119.2;28.2
65.4;17.4;21.2;119.5;27.9
65.0;17.5;20.9;119.5;27.6
65.5;17.3;21.4;120.1;27.5
65.0;18.0;21.2;117.3;27.6
65.2;17.9;21.5;118.1;27.0
64.9;17.8;21.4;117.4;27.1
66.4;17.8;21.6;117.9;26.8
65.3;18.1;21.7;118.9;26.3
65.7;18.0;22.1;115.7;25.8
68.6;17.7;21.9;118.2;25.8
68.2;17.9;22.0;118.1;25.3
66.3;17.6;22.3;119.3;25.4
66.2;17.8;22.8;118.6;24.9
65.9;17.5;22.4;120.0;24.3
66.1;17.7;22.1;118.9;23.9
66.0;17.3;22.6;118.8;23.3
65.1;17.6;22.5;119.2;22.8
65.3;17.4;22.8;117.1;22.2
66.9;16.9;22.9;120.0;21.7
66.1;16.8;23.1;116.4;21.0
66.9;16.8;22.6;119.4;20.8
68.5;16.6;22.8;117.9;19.8
68.9;15.8;22.8;119.0;19.0
69.7;15.3;23.4;116.6;18.0
71.6;15.2;22.2;116.9;17.5
72.3;14.6;22.3;117.9;16.6
73.6;13.9;22.0;119.6;15.8
73.5;13.3;21.7;117.4;14.9
74.8;12.6;21.9;116.6;13.8
77.2;12.0;21.4;119.5;13.2
78.2;11.4;21.7;119.0;12.2
79.7;10.6;20.9;115.7;11.4
80.4;10.0;21.3;116.9;10.3
81.8;9.1;20.8;118.1;9.7
82.2;8.5;20.9;119.4;8.7
83.1;7.8;20.7;116.6;7.8
83.9;7.0;20.4;116.6;7.0
86.3;6.3;19.7;118.1;6.2
86.9;5.6;20.0;119.0;5.3
87.7;4.8;19.9;116.8;4.7
88.6;4.2;19.3;119.1;3.9
90.1;3.5;19.5;118.5;3.3
90.9;2.9;19.6;118.1;2.7
92.1;2.3;19.3;118.0;2.2
92.0;1.8;19.3;117.2;1.7
92.6;1.4;19.1;117.7;1.3
94.1;1.0;19.2;118.0;0.9
93.0;0.7;19.0;116.7;0.6
94.7;0.4;18.9;120.0;0.4
94.0;0.2;19.2;117.5;0.2
94.7;0.1;19.2;117.2;0.1
92.7;-0.0;19.2;116.5;-0.0
92.8;-0.0;19.6;120.1;-0.0
93.9;-0.0;19.3;118.0;-0.0
92.9;-0.0;19.8;119.5;-0.0
92.5;-0.0;19.8;118.0;-0.0
91.8;-0.0;19.9;117.0;-0.0
91.6;-0.0;20.3;116.8;-0.0
91.2;0.0;20.3;119.0;0.0
91.2;0.0;20.4;117.0;0.0
92.3;0.1;21.2;117.0;0.0
91.8;0.1;20.7;118.5;0.1
90.9;0.1;21.6;118.7;0.1
90.8;0.1;21.3;119.4;0.1
92.8;0.1;21.3;115.7;0.0
93.7;0.0;21.9;115.4;0.0
92.8;0.0;21.7;118.2;0.0
92.9;0.0;21.9;117.3;0.0
93.1;0.0;21.7;119.3;0.0
95.7;0.0;22.6;117.8;0.0
97.7;0.0;22.3;118.3;0.0
96.6;-0.0;22.4;119.6;-0.0
97.2;-0.0;22.0;119.0;-0.0
97.8;-0.0;21.9;117.6;-0.0
98.4;-0.0;21.7;116.5;-0.0
99.3;-0.0;22.3;116.4;-0.0
100.6;-0.0;21.9;119.7;-0.0
100.7;-0.0;21.6;115.6;-0.0
103.5;-0.0;21.9;116.2;-0.0
103.8;-0.0;21.2;118.5;-0.0
105.8;-0.0;21.4;117.1;-0.0
108.2;-0.0;21.5;116.5;-0.0
110.6;0.0;21.2;117.0;0.0
109.1;0.0;20.8;120.7;0.0
107.7;0.0;20.8;117.6;0.0
108.3;0.0;20.6;117.9;0.0
109.7;0.0;20.2;117.7;0.0
108.8;0.0;20.0;118.6;0.0
111.8;0.0;19.7;119.2;0.0
109.5;0.0;19.7;119.9;0.0
108.6;0.0;19.1;118.2;0.0
106.2;0.0;19.2;118.4;0.0
108.5;0.0;18.7;117.7;0.0
108.7;0.0;18.8;119.3;0.0
107.0;-0.0;18.6;118.9;-0.0
106.3;-0.0;18.7;116.4;-0.0
106.6;-0.0;18.0;115.8;-0.0
105.4;-0.0;18.1;117.6;-0.0
104.3;-0.0;17.9;118.0;-0.0
102.5;-0.0;17.6;118.3;-0.0
101.9;-0.0;17.5;117.1;-0.0
101.1;-0.0;17.4;116.4;-0.0
100.4;-0.0;17.3;115.1;-0.0
96.7;-0.0;16.9;116.8;-0.0
98.1;-0.0;16.8;116.9;-0.0
96.8;-0.0;16.7;118.7;-0.0
96.1;0.0;17.0;118.3;0.0
94.9;0.0;16.8;116.2;0.0
94.8;0.0;16.5;118.6;0.0
94.9;0.0;16.3;118.8;0.0
94.6;0.0;16.3;117.2;0.0
94.2;0.0;16.3;115.8;0.0
93.2;0.0;16.4;116.8;0.0
91.2;0.0;16.1;119.0;0.0
91.5;0.0;16.2;115.1;0.0
89.3;0.0;15.9;118.6;0.0
89.9;0.0;16.2;116.4;0.0
88.8;0.0;16.1;116.7;0.0
89.6;-0.0;16.1;116.3;-0.0
88.5;-0.0;16.1;116.3;-0.0
88.5;-0.0;16.1;117.4;-0.0
