1_G137.1;2_G-56.47;3_G36.31;6_G63.29;8_G40.43
45.6;-0.0;125.6;43.5;-0.0
43.8;-0.0;126.4;43.5;-0.0
41.9;-0.0;127.1;43.5;-0.0
40.0;-0.0;127.7;43.5;-0.0
38.0;-0.0;128.2;43.5;-0.0
36.0;-0.0;128.6;43.6;-0.0
33.9;-0.0;128.9;43.6;-0.0
31.8;-0.0;129.0;43.6;-0.0
29.6;-0.0;129.1;43.6;-0.0
27.6;-0.0;129.1;43.6;-0.0
26.1;-0.0;129.0;43.6;-0.0
25.1;-0.0;128.8;43.6;-0.0
24.5;0.0;128.6;43.6;0.0
24.3;0.0;128.3;43.6;0.0
24.6;0.0;127.9;43.6;0.0
25.0;0.0;127.4;43.6;0.0
25.5;0.0;126.9;43.6;0.0
25.8;0.0;126.4;43.6;0.0
26.1;0.0;125.8;43.7;0.0
26.2;0.0;125.1;43.7;0.0
26.3;0.0;124.5;43.7;0.0
26.5;0.0;123.8;43.7;0.0
26.7;0.0;123.1;43.7;0.0
27.0;-0.0;122.4;43.7;-0.0
27.4;-0.0;121.6;43.7;-0.0
28.0;-0.0;120.9;43.7;-0.0
28.6;-0.0;120.2;43.7;-0.0
29.1;-0.0;119.4;43.7;-0.0
29.4;-0.0;118.7;43.7;-0.0
29.5;-0.0;118.0;43.7;-0.0
29.3;-0.0;117.3;43.7;-0.0
28.9;-0.0;116.6;43.7;-0.0
28.3;-0.0;116.0;43.8;-0.0
27.6;-0.0;115.4;43.8;-0.0
27.0;-0.0;114.8;43.8;-0.0
26.6;0.0;114.2;43.8;0.0
26.2;0.0;113.7;43.8;0.0
26.0;0.0;113.3;43.8;0.0
25.8;0.0;112.8;43.8;0.0
25.7;0.0;112.5;43.8;0.0
25.5;0.0;112.2;43.8;0.0
25.2;0.0;111.9;43.8;0.0
24.8;0.0;111.8;43.8;0.0
24.3;0.0;111.6;43.8;0.0
23.7;0.0;111.6;43.8;0.0
23.1;0.0;111.7;43.9;0.0
22.5;0.0;111.8;43.9;0.0
22.0;0.0;112.0;43.9;0.0
21.5;-0.0;112.3;43.9;-0.0
21.1;-0.0;112.7;43.9;-0.0
20.7;-0.0;113.1;43.9;-0.0
20.4;-0.0;113.6;43.9;-0.0
20.0;-0.0;114.2;43.9;-0.0
19.5;-0.0;114.8;43.9;-0.0
19.0;-0.0;115.5;43.9;-0.0
18.5;-0.0;116.2;43.9;-0.0
17.9;-0.0;116.9;43.9;-0.0
17.5;-0.0;117.7;43.9;-0.0
17.2;-0.0;118.5;44.0;-0.0
17.1;-0.0;119.2;44.0;-0.0
17.3;0.0;120.0;44.0;0.0
17.7;0.0;120.7;44.0;0.0
18.3;0.0;121.4;44.0;0.0
19.0;0.0;122.1;44.0;0.0
19.7;0.0;122.7;44.0;0.0
20.3;0.0;123.3;44.0;0.0
20.9;0.0;123.8;44.0;0.0
21.5;0.0;124.2;44.0;0.0
22.1;0.0;124.5;44.0;0.0
22.8;0.0;124.7;44.0;0.0
23.9;0.0;124.8;44.0;0.0
25.4;0.0;124.8;44.0;0.0
27.3;-0.0;124.7;44.1;-0.0
29.5;-0.0;124.4;44.1;-0.0
32.1;-0.0;124.1;44.1;-0.0
34.8;-0.0;123.6;44.1;-0.0
37.6;-0.0;123.0;44.1;-0.0
40.3;-0.0;122.3;44.1;-0.0
43.0;-0.0;121.5;44.1;-0.0
45.8;-0.0;120.6;44.1;-0.0
48.4;-0.0;119.7;44.1;-0.0
51.2;-0.0;118.6;44.1;-0.0
54.0;-0.0;117.5;44.1;-0.0
56.8;0.0;116.4;44.1;0.0
59.7;0.1;115.2;44.1;0.1
62.6;0.1;113.9;44.2;0.2
65.5;0.2;112.6;44.2;0.4
68.3;0.3;111.3;44.2;0.5
71.0;0.4;109.9;44.2;0.8
73.4;0.6;108.5;44.2;1.0
75.6;0.8;107.1;44.2;1.4
77.6;1.0;105.7;44.2;1.8
79.3;1.3;104.2;44.2;2.2
80.7;1.6;102.8;44.2;2.8
82.0;2.0;101.3;44.2;3.4
83.1;2.4;99.9;44.2;4.1
84.0;2.9;98.5;44.2;4.9
84.7;3.5;97.1;44.2;5.8
85.1;4.1;95.7;44.3;6.8
85.4;4.8;94.4;44.3;7.8
85.5;5.5;93.1;44.3;8.9
85.5;6.3;91.8;44.3;10.0
85.3;7.1;90.6;44.3;11.2
84.9;8.0;89.5;44.3;12.4
84.5;8.9;88.4;44.3;13.6
83.9;9.8;87.4;44.3;14.8
83.3;10.7;86.5;44.3;16.0
82.5;11.7;85.6;44.3;17.2
81.7;12.6;84.9;44.3;18.4
80.8;13.6;84.2;44.3;19.5
79.9;14.5;83.7;44.3;20.6
78.8;15.4;83.2;44.4;21.7
77.6;16.4;82.8;44.4;22.8
76.3;17.3;82.6;44.4;23.8
74.9;18.2;82.5;44.4;24.8
73.3;19.1;82.5;44.4;25.7
71.6;20.0;82.7;44.4;26.6
69.7;20.8;83.0;44.4;27.5
67.8;21.6;83.4;44.4;28.3
65.8;22.4;84.0;44.4;29.0
63.7;23.2;84.8;44.4;29.7
61.5;23.9;85.7;44.4;30.3
59.2;24.6;86.8;44.4;30.9
56.9;25.2;88.0;44.4;31.5
54.5;25.9;89.3;44.4;32.0
52.1;26.4;90.8;44.5;32.4
49.7;27.0;92.3;44.5;32.9
47.3;27.5;93.9;44.5;33.2
45.0;28.0;95.5;44.5;33.6
42.6;28.4;97.2;44.5;33.9
40.4;28.8;98.9;44.5;34.2
38.2;29.2;100.6;44.5;34.4
36.1;29.6;102.3;44.5;34.6
34.1;29.9;103.9;44.5;34.8
32.3;30.2;105.4;44.5;34.9
30.7;30.4;106.8;44.5;35.1
29.3;30.6;108.1;44.5;35.2
28.3;30.8;109.2;44.5;35.2
27.5;30.9;110.1;44.6;35.2
27.1;31.0;110.8;44.6;35.2
27.0;31.0;111.3;44.6;35.2
27.3;31.0;111.5;44.6;35.1
27.8;30.9;111.4;44.6;35.0
28.6;30.8;110.9;44.6;34.9
29.6;30.7;110.1;44.6;34.7
30.8;30.5;109.0;44.6;34.5
32.3;30.3;107.7;44.6;34.2
34.1;30.0;106.1;44.6;33.9
36.3;29.7;104.3;44.6;33.6
38.8;29.3;102.4;44.6;33.3
41.8;28.9;100.3;44.6;32.9
45.0;28.4;98.2;44.7;32.5
48.6;28.0;96.0;44.7;32.1
52.2;27.4;93.7;44.7;31.6
55.6;26.9;91.5;44.7;31.1
58.8;26.3;89.3;44.7;30.5
61.7;25.7;87.2;44.7;30.0
64.4;25.1;85.2;44.7;29.4
66.8;24.4;83.2;44.7;28.8
69.1;23.7;81.4;44.7;28.1
71.5;23.0;79.7;44.7;27.4
73.8;22.3;78.1;44.7;26.7
76.2;21.5;76.7;44.7;25.9
78.6;20.7;75.4;44.7;25.2
80.9;19.9;74.4;44.8;24.3
83.2;19.1;73.5;44.8;23.5
85.4;18.3;72.8;44.8;22.6
87.4;17.4;72.4;44.8;21.7
89.3;16.5;72.1;44.8;20.8
91.1;15.6;72.1;44.8;19.8
92.7;14.7;72.3;44.8;18.8
94.1;13.8;72.7;44.8;17.8
95.1;12.9;73.2;44.8;16.7
95.9;12.0;73.9;44.8;15.7
96.4;11.1;74.7;44.8;14.6
96.5;10.3;75.7;44.8;13.6
96.3;9.4;76.7;44.8;12.6
96.0;8.6;77.9;44.8;11.5
95.8;7.8;79.1;44.9;10.5
95.5;7.0;80.4;44.9;9.5
95.2;6.3;81.8;44.9;8.6
95.0;5.5;83.1;44.9;7.7
94.8;4.9;84.5;44.9;6.8
94.6;4.2;85.9;44.9;5.9
