1_G137.1;2_G-56.47;3_G36.31;6_G63.29;8_G40.43
12.5;41.1;40.7;68.4;54.7
12.3;41.1;39.9;68.4;54.7
12.0;41.1;39.0;68.4;54.7
11.7;41.1;38.0;68.4;54.7
11.3;41.1;36.9;68.4;54.7
11.0;41.1;35.6;68.4;54.7
10.5;41.1;34.2;68.4;54.7
10.1;41.1;32.7;68.4;54.7
9.6;41.1;31.1;68.4;54.7
9.1;41.1;29.6;68.4;54.7
8.7;41.1;28.3;68.4;54.7
8.4;41.1;27.3;68.4;54.7
8.2;41.1;26.7;68.4;54.7
8.1;41.1;26.3;68.4;54.7
8.1;41.1;26.2;68.4;54.7
8.1;41.1;26.3;68.4;54.7
8.1;41.1;26.2;68.4;54.7
8.0;41.1;26.0;68.4;54.7
7.9;41.1;25.8;68.4;54.7
7.8;41.1;25.5;68.4;54.7
7.7;41.1;25.0;68.4;54.7
7.6;41.1;24.6;68.4;54.7
7.5;41.1;24.2;68.4;54.7
7.4;41.1;23.9;68.4;54.7
7.3;41.1;23.7;68.4;54.7
7.2;41.1;23.5;68.4;54.7
7.2;41.1;23.4;68.4;54.7
7.2;41.1;23.3;68.4;54.7
7.1;41.1;23.0;68.4;54.7
6.9;41.1;22.5;68.4;54.7
6.7;41.1;21.8;68.4;54.7
6.5;41.1;21.0;68.4;54.7
6.2;41.1;20.0;68.4;54.7
5.8;41.1;19.0;68.4;54.7
5.6;41.1;18.1;68.4;54.7
5.3;41.1;17.3;68.4;54.7
5.1;41.1;16.6;68.4;54.7
5.0;41.1;16.1;68.4;54.7
4.8;41.1;15.7;68.4;54.7
4.7;41.1;15.3;68.4;54.7
4.6;41.1;14.9;68.4;54.7
4.5;41.1;14.5;68.4;54.7
4.3;41.1;14.1;68.4;54.7
4.2;41.1;13.6;68.4;54.7
4.0;41.1;13.1;68.4;54.7
3.9;41.1;12.7;68.4;54.7
3.8;41.1;12.3;68.4;54.7
3.7;41.1;12.1;68.4;54.7
3.7;41.1;12.0;68.4;54.7
3.7;41.1;11.9;68.4;54.7
3.7;41.1;12.0;68.4;54.7
3.7;41.1;12.1;68.4;54.7
3.8;41.1;12.3;68.4;54.7
3.8;41.1;12.4;68.4;54.7
3.9;41.1;12.5;68.4;54.7
3.9;41.1;12.7;68.4;54.7
3.9;41.1;12.8;68.4;54.7
4.0;41.1;13.1;68.4;54.7
4.1;41.1;13.4;68.4;54.7
4.3;41.1;14.0;68.4;54.7
4.5;41.1;14.7;68.4;54.7
4.8;41.1;15.6;68.4;54.7
5.1;41.1;16.6;68.4;54.7
5.4;41.1;17.7;68.4;54.7
5.8;41.1;18.7;68.4;54.7
6.0;41.1;19.6;68.4;54.7
6.3;41.1;20.5;68.4;54.7
6.5;41.1;21.2;68.4;54.7
6.8;41.1;22.0;68.4;54.7
7.0;41.1;22.7;68.4;54.7
7.3;41.1;23.7;68.4;54.7
7.6;41.1;24.8;68.4;54.7
8.0;41.1;26.1;68.4;54.7
8.5;41.1;27.7;68.4;54.7
9.0;41.1;29.4;68.4;54.7
9.6;41.1;31.1;68.4;54.7
10.1;41.1;32.8;68.4;54.7
10.6;41.1;34.4;68.4;54.7
11.0;41.1;35.9;68.4;54.7
