1_G137.1;2_G-56.47;3_G36.31;6_G63.29;8_G40.43
72.5;0.0;14.5;130.8;0.0
72.5;-0.0;14.9;132.8;-0.0
70.0;-0.0;15.5;130.9;-0.0
69.2;-0.0;15.5;131.2;-0.0
67.3;-0.0;15.5;131.5;-0.0
64.0;-0.0;15.8;130.6;-0.0
63.8;-0.0;15.7;130.7;-0.0
60.9;-0.0;16.3;130.4;-0.0
58.9;-0.0;16.7;129.4;-0.0
56.7;-0.0;16.8;131.1;-0.0
54.6;-0.0;17.0;131.7;-0.0
53.1;-0.0;16.6;131.7;-0.0
52.2;-0.0;16.8;131.4;-0.0
50.0;0.0;16.7;130.2;0.0
50.3;0.0;16.9;131.8;0.0
50.3;0.0;16.9;130.7;0.0
51.3;0.0;17.0;132.5;0.0
50.0;0.0;16.9;133.9;0.0
50.5;0.0;16.7;128.1;0.0
49.0;0.0;16.9;131.6;0.0
49.2;0.0;16.8;131.3;0.0
48.5;0.0;16.6;130.1;0.0
48.8;0.0;16.4;132.3;0.0
49.1;0.0;16.5;130.4;0.0
47.4;-0.0;16.3;131.6;-0.0
47.5;-0.0;16.2;129.5;-0.0
47.5;-0.0;16.1;132.6;-0.0
47.9;-0.0;15.7;132.0;-0.0
48.4;-0.0;16.0;130.5;-0.0
46.7;-0.0;15.9;129.7;-0.0
46.8;-0.0;15.6;129.7;-0.0
46.2;-0.0;15.5;133.6;-0.0
44.1;-0.0;15.7;134.1;-0.0
44.1;-0.0;15.5;132.2;-0.0
41.4;-0.0;15.1;130.6;-0.0
41.8;-0.0;15.2;131.6;-0.0
39.8;0.0;15.4;130.4;0.0
39.0;0.0;15.2;132.5;0.0
38.1;0.0;15.2;129.4;0.0
38.5;0.0;14.9;129.5;0.0
37.6;0.0;15.0;132.4;0.0
37.6;0.0;15.1;129.1;0.0
36.5;0.0;15.0;129.2;0.0
35.8;0.0;15.2;131.4;0.0
35.3;0.0;15.2;130.4;0.0
35.0;0.0;15.2;132.3;0.0
33.7;0.0;15.5;133.6;0.0
33.8;0.0;15.5;131.4;0.0
33.1;0.0;15.8;130.1;0.0
32.6;-0.0;15.9;129.7;-0.0
31.9;-0.0;16.2;131.3;-0.0
32.1;-0.0;16.0;128.9;-0.0
32.3;-0.0;16.7;129.0;-0.0
32.0;-0.0;16.8;133.1;-0.0
32.2;-0.0;17.5;128.9;-0.0
31.8;-0.0;17.3;132.9;-0.0
31.8;-0.0;17.8;130.8;-0.0
31.7;-0.0;18.0;131.6;-0.0
31.5;-0.0;18.3;132.8;-0.0
31.2;-0.0;18.9;131.8;-0.0
32.3;-0.0;19.4;133.3;-0.0
32.2;0.0;19.6;128.1;0.0
33.1;0.0;20.1;132.0;0.0
33.5;0.0;20.3;131.5;0.0
35.1;0.0;21.0;131.6;0.0
36.5;0.0;21.0;131.0;0.0
37.3;0.0;21.5;129.6;0.0
37.9;0.0;21.7;132.1;0.0
38.4;0.0;22.3;129.4;0.0
39.5;0.0;22.4;130.7;0.0
40.3;0.0;21.8;131.1;0.0
41.1;0.0;23.0;129.5;0.0
42.7;0.0;22.8;132.3;0.0
43.3;-0.0;23.3;132.3;-0.0
45.8;-0.0;23.2;130.2;-0.0
47.7;-0.0;23.3;131.8;-0.0
51.1;-0.0;23.4;133.2;-0.0
52.9;-0.0;23.2;133.2;-0.0
54.0;-0.0;22.8;130.1;-0.0
58.1;-0.0;22.8;130.3;-0.0
59.8;-0.0;22.8;132.0;-0.0
60.7;-0.0;22.5;128.5;-0.0
63.2;-0.0;22.3;128.9;-0.0
64.8;-0.0;22.0;130.8;-0.0
66.7;0.0;21.6;132.3;0.0
69.4;0.1;22.0;131.0;0.1
70.4;0.1;21.7;130.8;0.2
72.3;0.2;21.6;132.3;0.3
74.3;0.2;20.9;133.2;0.4
75.3;0.3;20.4;128.8;0.6
75.3;0.5;20.1;131.3;0.8
78.6;0.6;20.0;131.9;1.0
79.1;0.8;20.2;131.3;1.3
78.9;1.0;19.8;130.9;1.6
79.6;1.2;19.4;129.0;2.0
80.4;1.5;19.5;129.3;2.5
82.0;1.8;19.1;131.4;3.0
80.5;2.1;19.8;132.8;3.6
80.8;2.6;19.2;132.7;4.2
81.0;2.9;18.8;129.7;4.9
80.1;3.4;19.2;130.6;5.7
79.7;3.8;18.7;131.7;6.4
79.3;4.3;18.7;129.2;7.4
79.2;4.8;18.6;130.9;8.2
76.9;5.2;18.4;133.4;8.9
77.1;5.6;18.4;131.7;10.0
75.7;6.2;18.4;133.3;10.9
74.0;6.7;18.5;131.5;11.9
74.6;7.0;18.6;131.2;12.5
72.8;7.5;18.5;133.1;13.6
73.6;7.9;18.7;131.3;14.6
72.6;8.1;18.6;129.3;15.2
71.1;8.7;18.8;129.6;15.7
71.2;9.0;19.0;130.5;16.8
70.8;9.2;18.8;130.0;17.6
70.1;9.7;18.4;130.3;18.4
68.7;9.8;18.7;132.1;18.9
67.8;9.9;18.9;133.1;20.1
67.8;10.1;18.8;130.2;20.3
65.9;10.4;18.8;132.0;21.5
64.5;10.6;18.9;132.5;21.9
64.3;10.6;18.8;129.2;22.3
64.3;10.9;19.1;131.4;22.7
64.2;11.0;19.2;131.1;23.1
63.6;10.9;19.0;132.8;23.8
62.6;11.1;19.3;131.6;24.0
63.2;11.1;19.1;132.0;24.2
61.7;11.1;19.1;130.9;24.7
63.7;11.1;19.4;130.3;24.8
63.3;11.2;19.0;134.1;24.6
62.3;11.4;19.4;131.8;25.5
61.1;11.3;19.8;129.8;25.8
62.0;11.1;19.2;134.8;25.7
60.7;11.3;19.3;131.0;26.1
61.9;11.4;19.2;133.9;25.7
62.7;11.5;19.8;131.5;26.3
62.0;11.5;19.9;130.2;26.3
60.9;11.6;19.4;132.5;26.3
62.6;11.4;19.4;130.8;26.2
63.3;11.5;19.9;129.8;25.9
63.0;11.6;19.8;134.0;25.5
62.6;11.6;19.9;130.6;26.0
62.4;11.5;20.0;132.1;25.7
63.8;11.5;20.3;134.0;25.5
64.8;11.7;20.2;129.5;25.7
64.6;11.8;20.1;130.4;24.9
63.6;12.0;20.5;132.4;24.5
63.1;11.8;20.6;133.5;24.2
62.9;12.0;20.8;133.5;24.1
62.7;12.2;20.8;132.5;23.7
63.3;12.3;20.8;133.5;23.2
63.0;12.5;21.2;132.8;23.0
63.4;12.3;21.3;128.8;22.2
64.3;12.5;21.3;133.1;22.4
65.3;12.4;21.8;128.7;21.5
66.0;12.5;21.9;131.8;21.4
65.3;12.8;22.2;130.8;20.8
63.9;13.0;22.3;131.6;20.3
65.9;12.8;22.1;132.2;19.5
65.2;12.9;22.3;130.4;19.0
65.1;12.8;22.5;131.3;18.3
66.0;12.4;22.5;132.0;17.7
66.4;12.4;22.9;133.0;17.5
63.2;12.5;22.9;133.2;16.7
64.7;12.4;22.9;132.3;16.2
64.8;12.5;23.1;132.4;15.4
65.2;11.9;23.0;132.1;15.1
66.8;12.1;23.3;131.5;14.3
65.8;11.7;23.1;130.8;13.7
66.4;11.2;22.8;130.7;12.8
66.5;11.0;22.7;132.4;12.3
67.5;10.7;23.0;131.0;11.8
69.8;10.6;22.8;130.9;11.2
70.6;9.9;22.4;130.8;10.4
70.9;9.5;22.9;132.0;9.7
70.6;9.1;22.7;131.5;9.0
72.7;8.5;22.7;131.6;8.4
74.2;8.0;22.0;131.3;7.7
73.4;7.4;22.4;132.7;7.2
72.8;7.1;22.3;130.9;6.5
74.8;6.4;22.2;132.5;5.8
75.6;5.7;21.7;130.6;5.2
76.0;5.2;21.9;131.0;4.7
76.7;4.6;21.9;131.8;4.3
76.3;4.1;21.6;131.1;3.7
77.1;3.7;21.4;133.0;3.2
79.0;3.1;21.4;130.2;2.8
79.3;2.6;21.0;131.0;2.3
80.1;2.2;20.8;130.0;1.9
82.3;1.8;21.3;132.0;1.6
79.8;1.4;20.8;133.1;1.2
81.5;1.1;20.9;130.2;1.0
79.6;0.8;20.5;132.7;0.7
80.8;0.5;20.7;130.5;0.5
81.6;0.3;20.6;127.7;0.3
80.2;0.2;20.5;130.5;0.2
80.7;0.1;20.7;130.3;0.1
79.4;-0.0;20.5;133.7;-0.0
79.7;-0.0;20.5;132.4;-0.0
80.2;-0.0;20.6;131.6;-0.0
80.2;-0.0;21.0;132.8;-0.0
79.8;-0.0;20.8;133.0;-0.0
78.8;-0.0;20.7;132.2;-0.0
77.8;-0.0;20.7;131.3;-0.0
78.2;0.0;20.7;128.4;0.0
78.3;0.0;21.2;132.3;0.0
79.2;0.0;21.1;132.8;0.0
79.3;0.0;20.9;132.4;0.1
79.0;0.0;20.8;132.3;0.1
80.3;0.0;20.9;130.8;0.1
80.3;0.0;20.9;131.2;0.1
79.2;0.0;21.3;133.9;0.0
81.7;0.0;21.3;130.5;0.0
83.9;0.0;20.8;131.4;0.0
82.9;0.0;21.3;130.0;0.0
83.0;0.0;21.0;133.9;0.0
83.6;0.0;21.0;131.7;0.0
83.9;-0.0;21.4;131.7;-0.0
86.0;-0.0;21.7;131.9;-0.0
85.7;-0.0;21.4;131.5;-0.0
86.7;-0.0;21.9;131.7;-0.0
88.3;-0.0;21.6;132.8;-0.0
88.2;-0.0;21.3;132.1;-0.0
92.2;-0.0;21.1;131.5;-0.0
91.8;-0.0;21.6;132.1;-0.0
92.6;-0.0;21.7;131.1;-0.0
93.5;-0.0;21.7;133.0;-0.0
95.6;-0.0;21.0;131.9;-0.0
96.7;0.0;21.4;131.2;0.0
98.1;0.0;21.4;132.9;0.0
96.2;0.0;21.3;132.3;0.0
97.6;0.0;21.2;130.8;0.0
96.6;0.0;21.4;134.2;0.0
96.9;0.0;21.2;130.2;0.0
94.4;0.0;21.5;132.3;0.0
97.0;0.0;21.4;132.2;0.0
96.3;0.0;21.3;132.5;0.0
94.3;0.0;21.3;131.3;0.0
93.7;0.0;21.5;132.3;0.0
92.6;0.0;20.8;130.7;0.0
92.8;-0.0;21.2;130.4;-0.0
93.0;-0.0;21.0;133.1;-0.0
89.6;-0.0;21.1;133.0;-0.0
90.0;-0.0;21.1;131.2;-0.0
90.4;-0.0;21.1;127.9;-0.0
87.0;-0.0;21.5;133.5;-0.0
86.3;-0.0;21.5;132.5;-0.0
84.3;-0.0;21.1;132.7;-0.0
83.2;-0.0;21.1;128.8;-0.0
82.3;-0.0;21.3;132.2;-0.0
81.0;-0.0;21.4;132.2;-0.0
81.3;-0.0;21.5;134.8;-0.0
80.7;0.0;21.0;131.3;0.0
80.3;0.0;21.6;130.7;0.0
77.1;0.0;21.4;130.1;0.0
76.5;0.0;21.6;130.2;0.0
76.2;0.0;21.7;132.0;0.0
75.9;0.0;21.5;134.3;0.0
75.2;0.0;21.6;128.9;0.0
74.2;0.0;21.8;133.9;0.0
72.9;0.0;21.3;129.7;0.0
74.0;0.0;21.6;131.2;0.0
72.2;0.0;21.6;132.4;0.0
71.3;0.0;21.7;132.0;0.0
70.6;-0.0;21.6;132.9;-0.0
70.9;-0.0;22.0;133.5;-0.0
71.8;-0.0;22.1;133.4;-0.0
69.7;-0.0;22.1;131.6;-0.0
72.4;-0.0;22.1;129.6;-0.0
70.7;-0.0;22.0;130.0;-0.0
72.5;-0.0;22.1;129.5;-0.0
73.2;-0.0;22.2;131.6;-0.0
75.5;-0.0;22.0;131.3;-0.0
76.3;-0.0;22.5;131.3;-0.0
81.9;-0.0;22.4;132.2;-0.0
82.2;-0.0;22.2;132.1;-0.0
83.2;0.0;22.2;131.7;0.0
83.4;0.0;22.1;131.5;0.0
84.1;0.0;22.3;133.7;0.0
81.9;0.0;21.9;130.6;0.0
79.7;0.0;22.2;132.0;0.0
80.4;0.0;21.8;131.1;0.0
79.5;0.0;22.0;134.6;0.0
79.6;0.0;22.4;131.8;0.0
79.0;0.0;22.3;131.1;0.0
79.6;0.0;21.7;135.5;0.0
78.9;0.0;22.1;133.8;0.0
78.2;0.0;21.9;131.8;0.0
78.7;0.0;22.2;132.2;0.0
78.0;-0.0;22.1;132.2;-0.0
76.1;-0.0;21.8;131.6;-0.0
74.5;-0.0;21.7;131.6;-0.0
73.3;-0.0;22.1;132.5;-0.0
72.4;-0.0;21.5;130.6;-0.0
70.4;-0.0;21.4;131.0;-0.0
68.7;-0.0;21.0;132.8;-0.0
65.2;-0.0;21.6;131.5;-0.0
63.3;-0.0;21.0;132.2;-0.0
59.9;-0.0;21.0;132.3;-0.0
59.9;-0.0;20.9;133.7;-0.0
59.7;-0.0;21.2;132.6;-0.0
58.5;0.0;20.7;133.9;0.0
57.5;0.0;20.7;128.9;0.0
56.5;0.0;20.3;130.8;0.0
57.5;0.0;20.6;134.5;0.0
57.9;0.0;20.5;133.3;0.0
57.3;0.0;20.5;132.4;0.0
57.3;0.0;20.3;133.2;0.0
55.2;0.0;20.1;131.0;0.0
55.2;0.0;19.8;131.7;0.0
56.0;0.0;19.9;132.3;0.0
55.7;0.0;20.0;131.0;0.0
55.2;0.0;20.0;133.5;0.0
54.2;-0.0;19.5;131.2;-0.0
54.7;-0.0;19.7;130.3;-0.0
55.1;-0.0;19.5;131.4;-0.0
55.3;-0.0;19.6;132.2;-0.0
54.1;-0.0;19.8;131.5;-0.0
53.1;-0.0;19.3;130.7;-0.0
53.5;-0.0;19.5;132.8;-0.0
52.4;-0.0;19.3;131.9;-0.0
50.5;-0.0;19.3;131.5;-0.0
49.2;-0.0;19.4;131.2;-0.0
47.8;-0.0;18.9;132.0;-0.0
46.8;0.0;19.2;132.7;0.0
47.4;0.0;19.2;132.7;0.0
46.3;0.0;19.1;134.2;0.0
45.2;0.0;18.9;131.7;0.0
44.5;0.0;19.0;133.1;0.0
43.8;0.0;19.3;131.2;0.0
42.7;0.0;18.9;131.3;0.0
43.4;0.0;18.6;131.7;0.0
43.7;0.0;18.8;130.9;0.0
41.9;0.0;18.7;132.2;0.0
41.2;0.0;18.6;130.3;0.0
40.7;0.0;18.6;131.5;0.0
40.8;0.0;18.7;134.2;0.0
41.2;-0.0;18.6;132.2;-0.0
41.0;-0.0;18.2;132.3;-0.0
40.9;-0.0;18.4;131.2;-0.0
40.4;-0.0;18.5;132.0;-0.0
40.7;-0.0;17.8;133.0;-0.0
41.6;-0.0;18.1;132.5;-0.0
41.9;-0.0;17.8;132.4;-0.0
41.0;-0.0;17.7;131.6;-0.0
41.6;-0.0;17.6;131.3;-0.0
42.5;-0.0;17.7;132.8;-0.0
42.4;-0.0;17.5;129.3;-0.0
43.2;0.0;17.4;131.5;0.0
44.4;0.0;17.4;133.2;0.0
45.4;0.0;17.1;132.9;0.0
46.6;0.0;17.2;133.5;0.0
47.4;0.0;17.0;133.7;0.0
48.4;0.0;17.0;132.1;0.0
49.9;0.0;16.9;132.2;0.0
51.3;0.0;16.9;132.9;0.0
53.4;0.0;16.8;130.2;0.0
54.2;0.0;16.6;130.8;0.0
54.8;0.0;16.5;130.5;0.0
54.4;0.0;16.9;131.0;0.0
57.1;0.0;16.5;128.8;0.0
59.5;-0.0;16.7;131.9;-0.0
60.7;-0.0;16.4;130.0;-0.0
63.5;-0.0;16.2;133.1;-0.0
65.2;-0.0;16.4;131.8;-0.0
67.8;-0.0;16.6;134.5;-0.0
70.1;-0.0;16.5;132.5;-0.0
72.2;-0.0;16.6;131.4;-0.0
72.3;-0.0;16.6;133.7;-0.0
74.5;-0.0;16.3;134.0;-0.0
75.9;-0.0;16.4;131.8;-0.0
78.9;-0.0;17.0;130.2;-0.0
80.0;0.0;16.5;133.9;0.0
80.3;0.1;16.8;131.6;0.1
83.7;0.2;16.2;134.2;0.2
85.8;0.3;16.4;132.1;0.4
86.4;0.5;16.3;131.7;0.6
88.1;0.7;16.9;133.4;0.8
90.4;0.9;16.9;131.6;1.0
88.9;1.1;16.9;132.5;1.3
90.1;1.4;17.0;134.1;1.7
91.0;1.7;16.7;131.6;2.0
90.4;2.1;17.0;131.5;2.5
91.5;2.4;16.9;131.8;2.9
90.5;2.8;17.0;133.8;3.4
90.4;3.2;17.3;130.4;4.0
89.2;3.6;17.4;132.5;4.6
88.5;4.2;17.6;132.2;5.2
88.7;4.6;17.4;132.0;6.0
86.1;5.1;17.5;132.5;6.6
86.8;5.7;17.5;131.3;7.4
85.9;6.3;17.5;133.2;8.1
86.0;6.8;17.3;132.1;9.0
83.4;7.4;17.5;129.7;9.6
83.2;8.1;17.8;132.2;10.5
81.7;8.5;17.7;131.2;11.4
81.7;9.1;18.0;132.7;12.2
79.6;9.5;17.7;134.0;12.7
79.1;10.1;17.8;132.0;13.2
78.4;10.4;17.8;133.0;14.0
76.7;11.0;17.6;132.1;14.9
77.7;11.3;17.7;133.8;15.4
75.3;11.9;17.8;130.9;15.9
75.0;12.3;17.7;131.0;16.6
74.7;12.7;17.5;134.4;17.0
74.8;12.9;17.6;133.2;17.6
73.1;13.3;17.8;133.1;18.3
72.1;13.9;17.5;135.1;19.0
70.6;14.0;17.7;131.9;19.3
70.7;14.4;17.3;130.9;19.7
71.5;14.3;17.4;132.9;19.9
69.0;14.8;17.5;134.5;20.7
69.6;15.0;17.4;130.6;20.9
68.9;15.2;17.6;134.1;21.4
68.7;15.8;17.3;133.6;21.7
67.6;15.9;17.3;131.6;21.9
67.0;16.3;17.3;133.0;22.2
67.7;16.4;17.1;132.0;22.6
65.8;16.8;16.9;133.4;22.7
65.6;16.6;16.9;131.1;22.9
65.3;16.7;16.6;131.7;22.9
66.2;17.1;16.3;131.5;23.6
65.6;17.4;16.3;132.8;23.2
65.9;17.4;16.6;132.8;23.4
66.3;17.6;16.1;131.4;23.9
66.0;17.4;16.1;133.8;24.0
66.2;17.5;15.8;134.3;23.9
68.0;17.9;16.0;132.8;23.8
66.7;17.9;15.5;134.2;23.9
67.6;18.0;15.8;130.0;23.8
67.2;18.3;15.5;132.4;23.9
67.7;18.3;15.1;133.2;24.2
67.5;18.0;15.4;131.5;23.8
68.4;18.0;15.5;134.4;23.5
68.8;18.1;15.4;132.1;23.3
67.8;18.2;15.0;130.3;22.9
67.5;18.2;15.0;133.3;22.6
