1_G137.1;2_G-56.47;3_G36.31;6_G63.29;8_G40.43
35.7;0.0;130.7;48.8;0.0
34.4;-0.0;128.9;49.9;-0.0
34.3;-0.0;130.8;48.4;-0.0
32.9;-0.0;128.6;49.6;-0.0
33.3;-0.0;129.3;49.0;-0.0
33.6;-0.0;127.8;48.8;-0.0
33.1;-0.0;125.4;49.1;-0.0
32.4;-0.0;124.1;50.3;-0.0
32.0;-0.0;124.7;48.7;-0.0
30.3;-0.0;122.6;48.8;-0.0
29.7;-0.0;121.0;50.0;-0.0
28.1;-0.0;118.7;49.0;-0.0
27.3;-0.0;118.1;49.4;-0.0
27.3;0.0;122.0;49.0;0.0
27.1;0.0;117.8;50.1;0.0
27.3;0.0;120.3;48.9;0.0
27.8;0.0;117.8;50.0;0.0
28.0;0.0;117.8;48.9;0.0
27.7;0.0;119.7;48.6;0.0
27.3;0.0;119.7;49.3;0.0
26.7;0.0;116.5;49.4;0.0
26.4;0.0;120.0;49.1;0.0
25.4;0.0;120.0;48.2;0.0
25.1;0.0;119.4;48.5;0.0
24.3;-0.0;119.6;48.4;-0.0
23.5;-0.0;120.4;49.3;-0.0
23.1;-0.0;120.5;49.3;-0.0
22.6;-0.0;120.3;49.8;-0.0
22.0;-0.0;122.3;49.9;-0.0
21.5;-0.0;120.5;49.7;-0.0
20.5;-0.0;122.0;48.1;-0.0
18.8;-0.0;121.5;49.6;-0.0
17.4;-0.0;123.5;48.5;-0.0
15.7;-0.0;121.3;49.6;-0.0
13.9;-0.0;123.0;50.1;-0.0
12.4;-0.0;125.2;49.4;-0.0
11.0;0.0;123.1;49.9;0.0
9.7;0.0;124.1;48.7;0.0
8.6;0.0;124.9;48.8;0.0
7.7;0.0;126.3;50.0;0.0
7.1;0.0;125.0;48.2;0.0
6.2;0.0;124.9;49.0;0.0
5.5;0.0;127.3;48.9;0.0
4.8;0.0;125.3;48.8;0.0
4.1;0.0;125.2;49.2;0.0
3.5;0.0;125.5;49.4;0.0
3.0;0.0;125.2;49.2;0.0
2.7;0.0;126.7;49.7;0.0
2.6;0.0;124.6;49.5;0.0
2.7;-0.0;123.8;49.2;-0.0
3.1;-0.0;127.5;48.7;-0.0
3.6;-0.0;124.8;49.9;-0.0
4.3;-0.0;124.7;49.1;-0.0
5.1;-0.0;123.3;49.0;-0.0
5.8;-0.0;123.7;49.0;-0.0
6.6;-0.0;120.4;49.0;-0.0
7.6;-0.0;121.2;48.9;-0.0
8.6;-0.0;121.9;49.3;-0.0
9.5;-0.0;120.5;48.0;-0.0
11.0;-0.0;120.0;49.4;-0.0
12.5;-0.0;118.1;49.3;-0.0
14.4;0.0;117.4;48.7;0.0
16.2;0.0;115.1;48.8;0.0
18.3;0.0;115.8;48.7;0.0
20.8;0.0;113.9;49.4;0.0
22.8;0.0;113.6;48.4;0.0
25.1;0.0;114.3;49.0;0.0
26.7;0.0;112.4;49.2;0.0
28.7;0.0;111.2;48.6;0.0
30.5;0.0;110.8;50.0;0.0
32.5;0.0;111.6;48.5;0.0
34.4;0.0;109.5;49.4;0.0
36.4;0.0;109.4;49.0;0.0
39.0;-0.0;108.4;48.9;-0.0
41.2;-0.0;107.7;49.9;-0.0
43.4;-0.0;106.9;49.9;-0.0
47.2;-0.0;106.7;48.7;-0.0
49.5;-0.0;104.7;49.7;-0.0
52.1;-0.0;105.4;50.5;-0.0
54.4;-0.0;104.0;49.7;-0.0
57.0;-0.0;103.5;49.0;-0.0
58.4;-0.0;102.9;48.9;-0.0
61.2;-0.0;104.5;49.2;-0.0
63.4;-0.0;103.2;49.1;-0.0
65.9;0.0;102.9;50.0;0.0
67.6;0.1;103.4;50.0;0.1
68.1;0.1;101.3;50.3;0.2
70.5;0.2;101.2;50.3;0.3
73.8;0.2;102.6;49.6;0.4
74.4;0.3;97.7;49.6;0.6
75.6;0.5;102.3;49.9;0.8
76.3;0.6;100.4;49.5;1.1
80.2;0.8;98.1;50.2;1.4
78.8;1.0;98.2;49.7;1.8
80.5;1.2;99.4;49.1;2.2
81.3;1.5;97.9;49.8;2.7
81.3;1.7;97.5;49.1;3.2
80.9;2.1;98.3;50.1;3.9
80.1;2.5;96.8;49.1;4.6
81.2;2.9;96.3;49.0;5.2
80.9;3.3;95.3;48.5;5.9
81.5;3.9;95.9;49.3;6.9
79.2;4.3;96.5;49.5;7.5
79.2;4.9;96.3;49.2;8.5
80.0;5.4;94.9;49.7;9.4
77.4;6.1;93.7;49.3;10.1
78.9;6.6;92.4;49.6;11.4
76.8;7.4;93.9;48.3;11.8
76.8;7.7;94.5;50.2;12.6
77.9;8.7;92.2;49.7;13.2
76.0;9.3;93.6;49.8;14.0
76.1;9.8;91.3;50.1;14.7
74.5;10.5;93.3;49.2;15.5
74.5;11.2;90.3;49.8;15.8
75.3;12.0;90.4;49.4;16.8
75.0;12.5;90.1;49.1;17.3
74.1;13.4;90.0;49.0;17.8
74.3;13.9;89.1;49.5;18.2
74.8;14.6;88.1;50.5;19.0
73.5;15.1;88.6;48.8;19.4
70.9;16.0;86.6;49.5;19.4
72.3;16.5;86.0;49.8;19.8
72.3;17.2;85.6;49.9;20.3
71.9;17.4;84.7;49.6;20.4
70.4;18.4;84.6;48.6;20.5
70.3;18.9;85.2;50.0;20.5
70.1;19.1;84.9;50.0;20.9
70.4;19.9;84.7;50.1;21.2
70.6;20.3;84.4;49.3;21.7
69.9;20.8;82.2;49.6;21.9
69.1;21.2;82.8;49.7;21.7
69.2;22.3;81.7;49.1;21.5
71.2;22.4;82.3;50.1;22.2
70.4;22.4;82.6;50.4;22.2
70.1;23.1;81.0;49.5;22.0
71.1;23.2;81.9;48.7;22.4
69.3;23.4;81.3;50.4;22.5
70.9;24.4;80.7;51.0;22.1
71.1;24.2;80.5;50.3;22.3
70.6;24.5;81.2;49.9;22.2
71.0;24.6;80.9;49.5;22.8
70.5;25.1;80.2;50.2;22.4
71.1;25.5;79.9;50.2;22.9
70.6;25.5;80.1;50.0;22.8
70.3;25.8;80.7;50.0;23.4
70.3;25.8;80.3;49.6;23.0
70.6;25.7;80.0;50.4;23.6
69.1;25.3;80.8;48.3;23.4
67.1;25.5;82.2;50.0;23.2
69.1;25.0;81.5;50.1;23.3
68.6;24.7;83.6;49.6;23.3
67.6;25.0;81.3;50.0;23.6
70.1;24.4;81.9;49.9;23.1
68.8;24.7;82.0;49.5;23.2
68.8;24.0;83.1;50.3;23.7
69.6;23.3;84.3;50.1;23.6
67.7;23.0;83.2;50.3;23.6
69.4;22.5;84.6;50.6;23.5
68.6;22.2;85.3;49.8;22.9
67.2;21.9;86.7;50.4;23.1
67.8;21.5;85.1;50.1;23.0
66.1;20.6;85.4;50.3;22.5
67.8;19.9;87.8;49.9;22.0
67.0;19.4;85.0;51.0;22.4
66.9;18.9;86.2;49.5;21.7
67.6;18.1;86.5;50.6;21.5
