1_G137.1;2_G-56.47;3_G36.31;6_G63.29;8_G40.43
10.8;41.8;35.1;69.7;55.8
10.6;41.8;34.3;69.7;55.8
10.3;41.8;33.5;69.7;55.8
10.0;41.8;32.5;69.7;55.8
9.6;41.8;31.3;69.7;55.8
9.3;41.8;30.1;69.7;55.8
8.8;41.8;28.7;69.7;55.8
8.4;41.8;27.3;69.7;55.8
7.9;41.8;25.7;69.7;55.8
7.4;41.8;24.2;69.7;55.8
7.1;41.8;23.0;69.7;55.8
6.8;41.8;22.0;69.7;55.8
6.6;41.8;21.4;69.7;55.8
6.5;41.8;21.0;69.7;55.8
6.4;41.8;20.9;69.7;55.8
6.4;41.8;21.0;69.7;55.8
6.4;41.8;20.9;69.7;55.8
6.4;41.8;20.7;69.7;55.8
6.3;41.8;20.5;69.7;55.8
6.2;41.8;20.2;69.7;55.8
6.1;41.8;19.8;69.7;55.8
6.0;41.8;19.3;69.7;55.8
5.8;41.8;19.0;69.7;55.8
5.8;41.8;18.7;69.7;55.8
5.7;41.8;18.5;69.7;55.8
5.6;41.8;18.3;69.7;55.8
5.6;41.8;18.2;69.7;55.8
5.6;41.8;18.1;69.7;55.8
5.5;41.8;17.8;69.7;55.8
5.3;41.8;17.3;69.7;55.8
5.1;41.8;16.7;69.7;55.8
4.9;41.8;15.9;69.7;55.8
4.6;41.8;14.9;69.7;55.8
4.3;41.8;13.9;69.7;55.8
4.0;41.8;13.0;69.7;55.8
3.8;41.8;12.2;69.7;55.8
3.6;41.8;11.6;69.7;55.8
3.4;41.8;11.1;69.7;55.8
3.3;41.8;10.7;69.7;55.8
3.2;41.8;10.3;69.7;55.8
3.0;41.8;9.9;69.7;55.8
2.9;41.8;9.5;69.7;55.8
2.8;41.8;9.1;69.7;55.8
2.7;41.8;8.6;69.7;55.8
2.5;41.8;8.2;69.7;55.8
2.4;41.8;7.7;69.7;55.8
2.3;41.8;7.4;69.7;55.8
2.2;41.8;7.2;69.7;55.8
2.2;41.8;7.1;69.7;55.8
2.2;41.8;7.0;69.7;55.8
2.2;41.8;7.1;69.7;55.8
2.2;41.8;7.2;69.7;55.8
2.3;41.8;7.4;69.7;55.8
2.3;41.8;7.5;69.7;55.8
2.3;41.8;7.6;69.7;55.8
2.4;41.8;7.8;69.7;55.8
2.4;41.8;7.9;69.7;55.8
2.5;41.8;8.1;69.7;55.8
2.6;41.8;8.5;69.7;55.8
2.8;41.8;9.1;69.7;55.8
3.0;41.8;9.8;69.7;55.8
3.3;41.8;10.6;69.7;55.8
3.6;41.8;11.7;69.7;55.8
3.9;41.8;12.7;69.7;55.8
4.2;41.8;13.7;69.7;55.8
4.5;41.8;14.6;69.7;55.8
4.8;41.8;15.5;69.7;55.8
5.0;41.8;16.2;69.7;55.8
5.2;41.8;16.9;69.7;55.8
5.4;41.8;17.7;69.7;55.8
5.7;41.8;18.6;69.7;55.8
6.1;41.8;19.7;69.7;55.8
6.5;41.8;21.0;69.7;55.8
6.9;41.8;22.5;69.7;55.8
7.4;41.8;24.2;69.7;55.8
8.0;41.8;25.9;69.7;55.8
8.5;41.8;27.6;69.7;55.8
9.0;41.8;29.2;69.7;55.8
9.4;41.8;30.6;69.7;55.8
9.9;41.8;32.0;69.7;55.8
10.3;41.8;33.4;69.7;55.8
10.7;41.8;34.7;69.7;55.7
11.1;41.8;36.0;69.7;55.7
11.5;41.8;37.3;69.7;55.7
11.9;41.8;38.7;69.7;55.7
12.3;41.8;40.0;69.7;55.7
12.7;41.8;41.4;69.7;55.7
13.2;41.8;42.8;69.7;55.7
13.5;41.8;44.0;69.7;55.7
13.9;41.8;45.1;69.7;55.7
14.2;41.8;46.1;69.7;55.7
14.5;41.8;47.0;69.7;55.7
14.7;41.8;47.8;69.7;55.7
14.9;41.8;48.5;69.7;55.7
15.1;41.8;49.1;69.7;55.7
15.3;41.8;49.8;69.7;55.7
15.5;41.8;50.4;69.7;55.7
15.7;41.8;50.9;69.7;55.7
15.8;41.8;51.5;69.7;55.7
16.0;41.8;52.0;69.7;55.7
16.1;41.8;52.4;69.7;55.7
16.3;41.8;52.9;69.7;55.7
16.4;41.8;53.4;69.7;55.7
16.6;41.8;53.8;69.7;55.7
16.7;41.8;54.2;69.7;55.7
16.8;41.8;54.7;69.7;55.7
17.0;41.8;55.1;69.7;55.7
17.1;41.8;55.5;69.7;55.7
17.2;41.8;56.0;69.7;55.7
17.3;41.8;56.4;69.7;55.7
17.5;41.8;56.8;69.7;55.7
17.6;41.8;57.2;69.7;55.7
17.7;41.8;57.6;69.7;55.7
