1_G137.1;2_G-56.47;3_G36.31;6_G63.29;8_G40.43
97.3;-0.0;72.2;47.5;-0.0
94.3;-0.0;74.2;47.5;-0.0
91.2;-0.0;76.1;47.4;-0.0
88.0;-0.0;78.0;47.4;-0.0
84.6;-0.0;79.9;47.4;-0.0
81.1;-0.0;81.8;47.4;-0.0
77.5;-0.0;83.6;47.4;-0.0
73.7;-0.0;85.4;47.4;-0.0
69.9;-0.0;87.2;47.4;-0.0
66.1;-0.0;88.9;47.3;-0.0
62.8;-0.0;90.6;47.3;-0.0
59.9;-0.0;92.2;47.3;-0.0
57.5;0.0;93.9;47.3;0.0
55.4;0.0;95.4;47.3;0.0
53.8;0.0;97.0;47.3;0.0
52.3;0.0;98.5;47.3;0.0
50.8;0.0;99.9;47.3;0.0
49.2;0.0;101.4;47.2;0.0
47.5;0.0;102.7;47.2;0.0
45.7;0.0;104.1;47.2;0.0
43.9;0.0;105.4;47.2;0.0
42.1;0.0;106.6;47.2;0.0
40.4;0.0;107.9;47.2;0.0
38.8;-0.0;109.1;47.2;-0.0
37.4;-0.0;110.2;47.2;-0.0
36.0;-0.0;111.3;47.1;-0.0
34.8;-0.0;112.4;47.1;-0.0
33.6;-0.0;113.5;47.1;-0.0
32.2;-0.0;114.5;47.1;-0.0
30.6;-0.0;115.5;47.1;-0.0
28.8;-0.0;116.5;47.1;-0.0
26.8;-0.0;117.4;47.1;-0.0
24.5;-0.0;118.3;47.1;-0.0
22.3;-0.0;119.2;47.0;-0.0
20.3;-0.0;120.1;47.0;-0.0
18.4;0.0;121.0;47.0;0.0
16.7;0.0;121.9;47.0;0.0
15.1;0.0;122.7;47.0;0.0
13.8;0.0;123.5;47.0;0.0
12.4;0.0;124.4;47.0;0.0
11.1;0.0;125.2;47.0;0.0
9.7;0.0;126.0;47.0;0.0
8.3;0.0;126.9;47.0;0.0
6.9;0.0;127.7;47.0;0.0
5.4;0.0;128.6;47.0;0.0
4.0;0.0;129.5;47.0;0.0
3.0;0.0;130.0;47.0;0.0
2.7;0.0;130.0;47.0;0.0
2.5;-0.0;130.0;47.0;-0.0
2.5;-0.0;130.0;47.0;-0.0
2.6;-0.0;130.0;47.0;-0.0
2.7;-0.0;130.0;47.0;-0.0
2.9;-0.0;130.0;47.0;-0.0
3.1;-0.0;130.0;47.0;-0.0
3.2;-0.0;130.0;47.0;-0.0
3.4;-0.0;130.0;47.0;-0.0
3.6;-0.0;130.0;47.0;-0.0
3.9;-0.0;130.0;47.0;-0.0
4.4;-0.0;130.0;47.0;-0.0
5.2;-0.0;130.0;47.0;-0.0
6.1;0.0;130.0;47.0;0.0
7.2;0.0;130.0;47.0;0.0
8.6;0.0;130.0;47.0;0.0
9.9;0.0;130.0;47.0;0.0
11.2;0.0;130.0;47.0;0.0
12.4;0.0;130.0;47.0;0.0
13.6;0.0;130.0;47.0;0.0
14.6;0.0;130.0;47.0;0.0
15.5;0.0;130.0;47.0;0.0
16.5;0.0;130.0;47.0;0.0
17.7;0.0;130.0;47.0;0.0
19.2;0.0;130.0;47.0;0.0
21.0;-0.0;130.0;47.0;-0.0
23.0;-0.0;130.0;47.0;-0.0
25.2;-0.0;130.0;47.0;-0.0
27.5;-0.0;130.0;47.0;-0.0
29.7;-0.0;130.0;47.0;-0.0
31.7;-0.0;130.0;47.0;-0.0
33.7;-0.0;130.0;47.0;-0.0
35.6;-0.0;130.0;47.0;-0.0
37.3;-0.0;130.0;47.0;-0.0
39.0;-0.0;130.0;47.0;-0.0
40.8;-0.0;130.0;47.0;-0.0
42.5;0.0;130.0;47.0;0.0
44.2;0.1;130.0;47.0;0.1
45.8;0.1;130.0;47.0;0.2
47.5;0.2;130.0;47.0;0.3
49.1;0.3;130.0;47.1;0.4
50.4;0.5;130.0;47.1;0.6
51.5;0.6;130.0;47.1;0.8
52.4;0.8;130.0;47.1;1.0
53.0;1.0;130.0;47.1;1.3
53.4;1.3;130.0;47.1;1.7
53.6;1.6;130.0;47.1;2.1
