1_G137.1;2_G-56.47;3_G36.31;6_G63.29;8_G40.43
86.4;-0.0;5.5;122.7;-0.0
85.5;-0.0;5.5;122.7;-0.0
84.3;-0.0;5.5;122.7;-0.0
83.0;-0.0;5.4;122.7;-0.0
81.6;-0.0;5.4;122.7;-0.0
79.9;-0.0;5.4;122.7;-0.0
78.2;-0.0;5.4;122.7;-0.0
76.2;-0.0;5.4;122.8;-0.0
74.1;-0.0;5.4;122.8;-0.0
72.1;-0.0;5.4;122.8;-0.0
70.5;-0.0;5.4;122.8;-0.0
69.2;-0.0;5.4;122.8;-0.0
68.3;0.0;5.4;122.8;0.0
67.8;0.0;5.4;122.8;0.0
67.7;0.0;5.5;122.8;0.0
67.7;0.0;5.5;122.8;0.0
67.6;0.0;5.5;122.8;0.0
67.3;0.0;5.6;122.8;0.0
67.0;0.0;5.6;122.9;0.0
66.5;0.0;5.7;122.9;0.0
65.9;0.0;5.7;122.9;0.0
65.2;0.0;5.7;122.9;0.0
64.7;0.0;5.8;122.9;0.0
64.3;-0.0;5.9;122.9;-0.0
63.9;-0.0;5.9;122.9;-0.0
63.6;-0.0;6.0;122.9;-0.0
63.4;-0.0;6.0;122.9;-0.0
63.2;-0.0;6.1;122.9;-0.0
62.7;-0.0;6.1;122.9;-0.0
62.0;-0.0;6.2;122.9;-0.0
61.1;-0.0;6.3;123.0;-0.0
59.9;-0.0;6.3;123.0;-0.0
58.6;-0.0;6.4;123.0;-0.0
57.2;-0.0;6.5;123.0;-0.0
56.0;-0.0;6.5;123.0;-0.0
54.9;0.0;6.6;123.0;0.0
54.0;0.0;6.6;123.0;0.0
53.2;0.0;6.7;123.0;0.0
52.6;0.0;6.8;123.0;0.0
52.1;0.0;6.8;123.0;0.0
51.5;0.0;6.9;123.0;0.0
50.9;0.0;6.9;123.1;0.0
50.3;0.0;6.9;123.1;0.0
49.7;0.0;7.0;123.1;0.0
49.0;0.0;7.0;123.1;0.0
48.4;0.0;7.0;123.1;0.0
47.9;0.0;7.1;123.1;0.0
47.6;0.0;7.1;123.1;0.0
47.4;-0.0;7.1;123.1;-0.0
47.4;-0.0;7.1;123.1;-0.0
47.4;-0.0;7.1;123.1;-0.0
47.6;-0.0;7.1;123.1;-0.0
47.8;-0.0;7.1;123.2;-0.0
47.9;-0.0;7.1;123.2;-0.0
48.1;-0.0;7.1;123.2;-0.0
48.3;-0.0;7.1;123.2;-0.0
48.5;-0.0;7.0;123.2;-0.0
48.8;-0.0;7.0;123.2;-0.0
49.3;-0.0;7.0;123.2;-0.0
50.0;-0.0;7.0;123.2;-0.0
51.0;0.0;7.0;123.2;0.0
52.1;0.0;7.0;123.2;0.0
53.4;0.0;7.0;123.2;0.0
54.8;0.0;7.0;123.3;0.0
56.1;0.0;6.9;123.3;0.0
57.3;0.0;6.9;123.3;0.0
58.4;0.0;7.0;123.3;0.0
59.3;0.0;7.0;123.3;0.0
60.2;0.0;7.0;123.3;0.0
61.2;0.0;7.0;123.3;0.0
62.4;0.0;7.0;123.3;0.0
