1_G137.1;2_G-56.47;3_G36.31;6_G63.29;8_G40.43
86.9;0.0;5.6;122.1;0.0
86.5;-0.0;5.6;122.8;-0.0
85.2;-0.0;5.5;124.5;-0.0
82.9;-0.0;5.4;124.4;-0.0
82.9;-0.0;5.4;125.4;-0.0
82.2;-0.0;5.3;120.7;-0.0
79.8;-0.0;5.4;123.8;-0.0
77.9;-0.0;5.5;124.3;-0.0
76.7;-0.0;5.4;122.7;-0.0
74.6;-0.0;5.4;120.8;-0.0
71.2;-0.0;5.4;122.4;-0.0
70.5;-0.0;5.4;122.5;-0.0
70.8;-0.0;5.4;121.4;-0.0
68.1;0.0;5.4;124.0;0.0
68.0;0.0;5.3;123.2;0.0
68.1;0.0;5.4;124.9;0.0
67.9;0.0;5.5;123.7;0.0
66.9;0.0;5.5;122.5;0.0
69.2;0.0;5.5;122.2;0.0
66.4;0.0;5.6;122.5;0.0
68.4;0.0;5.6;123.4;0.0
66.8;0.0;5.7;123.5;0.0
65.6;0.0;5.7;123.5;0.0
64.7;0.0;5.8;123.5;0.0
64.4;-0.0;5.9;122.6;-0.0
64.2;-0.0;5.9;123.5;-0.0
62.9;-0.0;6.0;123.7;-0.0
62.7;-0.0;6.0;121.8;-0.0
63.1;-0.0;6.2;122.8;-0.0
62.6;-0.0;6.2;125.0;-0.0
61.0;-0.0;6.3;124.3;-0.0
61.0;-0.0;6.2;123.2;-0.0
59.0;-0.0;6.4;122.1;-0.0
59.2;-0.0;6.4;123.4;-0.0
57.5;-0.0;6.4;123.4;-0.0
55.7;-0.0;6.5;124.5;-0.0
55.4;0.0;6.6;121.3;0.0
53.2;0.0;6.6;122.8;0.0
53.2;0.0;6.7;121.1;0.0
53.1;0.0;6.9;122.1;0.0
53.0;0.0;6.8;122.9;0.0
51.7;0.0;6.9;123.2;0.0
50.0;0.0;6.9;122.2;0.0
50.2;0.0;7.0;122.4;0.0
50.7;0.0;7.0;122.4;0.0
49.0;0.0;7.1;123.9;0.0
49.4;0.0;7.0;120.8;0.0
47.5;0.0;7.0;124.7;0.0
47.7;0.0;7.2;121.5;0.0
47.6;-0.0;7.1;123.3;-0.0
47.6;-0.0;7.1;123.6;-0.0
48.2;-0.0;7.1;123.6;-0.0
47.1;-0.0;7.1;123.7;-0.0
47.8;-0.0;7.2;123.0;-0.0
48.5;-0.0;7.1;124.2;-0.0
47.3;-0.0;7.1;122.5;-0.0
48.8;-0.0;7.0;122.8;-0.0
48.7;-0.0;7.1;122.2;-0.0
48.8;-0.0;7.1;122.7;-0.0
49.5;-0.0;6.9;122.4;-0.0
50.0;-0.0;7.0;125.0;-0.0
51.1;0.0;6.9;125.2;0.0
51.4;0.0;7.0;121.5;0.0
53.6;0.0;7.0;122.1;0.0
54.3;0.0;7.0;124.4;0.0
56.2;0.0;6.8;122.2;0.0
57.0;0.0;6.9;121.4;0.0
58.7;0.0;7.0;123.0;0.0
58.9;0.0;7.1;123.8;0.0
59.8;0.0;6.9;121.8;0.0
61.4;0.0;7.0;121.3;0.0
62.2;0.0;7.1;122.0;0.0
63.3;0.0;7.0;123.0;0.0
65.6;-0.0;7.2;122.0;-0.0
67.3;-0.0;7.2;121.1;-0.0
70.3;-0.0;7.4;123.7;-0.0
71.7;-0.0;7.4;122.9;-0.0
72.6;-0.0;7.3;123.0;-0.0
75.6;-0.0;7.5;122.6;-0.0
77.5;-0.0;7.4;124.9;-0.0
79.2;-0.0;7.7;124.4;-0.0
79.9;-0.0;7.6;122.3;-0.0
82.4;-0.0;7.7;124.7;-0.0
84.9;-0.0;7.8;122.5;-0.0
86.6;0.0;7.9;122.8;0.0
87.3;0.1;8.1;124.1;0.1
88.1;0.1;8.0;123.7;0.2
90.5;0.2;8.2;123.2;0.3
92.8;0.3;8.1;123.5;0.4
93.4;0.5;8.2;123.9;0.6
95.2;0.7;8.4;122.4;0.8
95.4;0.9;8.4;125.1;1.0
96.1;1.1;8.3;124.8;1.3
96.9;1.4;8.4;122.5;1.7
95.6;1.7;8.5;124.2;2.0
95.5;2.2;8.5;124.3;2.5
97.8;2.6;8.6;123.2;3.1
94.9;3.1;8.7;123.7;3.6
95.4;3.7;8.4;122.3;4.3
94.9;4.2;8.4;123.0;4.9
94.0;5.0;8.5;121.7;5.6
92.9;5.7;8.3;124.5;6.1
92.4;6.5;8.3;123.1;7.0
91.7;7.2;8.1;123.8;7.7
90.9;7.9;8.0;122.8;8.4
90.2;8.7;8.0;122.0;9.0
89.2;9.6;7.9;123.7;9.9
87.6;10.4;7.8;124.0;10.5
88.5;11.3;7.7;125.0;11.2
86.2;12.2;7.8;124.4;11.8
87.0;12.9;7.6;122.4;12.5
84.8;13.7;7.4;122.7;12.8
83.9;14.6;7.4;121.7;13.2
82.9;15.5;7.4;124.5;13.9
83.6;15.7;7.3;126.0;14.2
82.6;16.8;7.3;125.8;14.7
82.2;17.4;7.0;123.7;14.9
82.8;18.0;7.1;124.7;15.5
78.6;18.6;7.1;122.9;15.4
80.0;19.5;7.2;126.3;15.8
78.3;19.9;7.0;123.4;15.8
78.7;20.4;7.0;125.1;15.9
78.2;20.9;7.1;123.7;16.0
78.5;21.1;7.1;124.4;16.1
77.3;21.7;7.1;124.1;16.2
75.7;22.5;7.2;122.2;16.3
76.7;22.6;7.3;124.7;16.6
75.0;23.0;7.3;124.1;16.2
75.6;23.1;7.6;121.6;16.4
75.4;24.2;7.5;122.7;16.4
75.5;24.5;7.4;124.3;16.1
74.8;24.5;7.6;122.5;16.5
72.7;25.0;7.7;124.5;16.0
73.9;25.3;8.1;122.2;16.2
73.4;25.0;8.0;123.0;16.3
74.0;25.9;8.3;124.4;16.1
73.0;25.5;8.3;125.5;16.1
74.5;25.8;8.3;123.2;15.7
73.9;26.1;8.5;124.5;15.8
74.5;26.1;8.6;121.6;16.4
75.3;26.0;8.5;124.8;16.1
74.2;25.9;8.6;124.5;16.2
74.8;25.3;8.8;121.5;15.9
75.3;26.0;8.7;123.9;16.0
75.7;25.5;8.9;122.9;16.2
75.1;25.4;9.0;123.7;16.1
75.2;25.7;8.8;123.2;16.2
75.4;25.6;8.9;124.3;16.2
74.2;25.0;9.0;125.0;16.4
74.5;24.9;9.0;125.2;16.4
74.0;24.5;8.9;123.0;16.9
74.7;24.3;8.8;125.5;16.8
74.6;23.5;8.9;123.5;16.8
76.8;23.6;8.8;123.8;17.1
77.2;23.3;8.6;125.8;16.8
76.2;22.7;8.9;126.7;17.2
78.8;22.4;8.7;123.8;17.3
78.4;21.8;8.6;124.1;17.1
77.9;21.3;8.6;125.3;16.8
77.2;20.6;8.6;124.4;17.1
77.6;20.3;8.5;124.8;16.9
75.5;19.7;8.5;122.3;17.3
77.5;18.9;8.4;125.8;17.0
76.2;18.2;8.3;126.2;17.1
76.2;17.9;8.3;123.6;16.8
78.5;17.1;8.3;122.9;16.9
79.0;16.1;8.4;123.7;16.3
79.8;15.7;8.2;125.7;16.1
79.9;15.3;8.4;124.1;15.8
81.5;14.2;8.4;121.4;15.4
82.6;13.7;8.4;123.6;14.9
83.5;13.1;8.3;124.9;14.6
86.4;12.2;8.5;123.7;14.2
84.9;11.6;8.6;124.0;13.4
86.4;10.7;8.5;124.1;12.8
85.6;10.0;8.7;123.9;12.2
86.0;9.2;8.6;125.2;11.5
87.0;8.6;8.7;123.8;10.8
87.5;7.8;8.9;125.7;10.0
88.1;7.1;9.0;127.0;9.5
89.5;6.4;9.0;125.4;8.6
90.0;5.8;9.0;123.7;7.8
91.1;5.1;9.2;124.9;7.0
92.3;4.6;9.4;124.5;6.4
92.3;4.0;9.5;123.2;5.6
92.5;3.5;9.7;124.3;4.9
94.1;2.9;9.6;124.8;4.3
94.1;2.4;10.0;125.1;3.5
94.5;2.0;10.2;125.3;2.9
96.9;1.6;9.9;125.9;2.4
96.5;1.3;10.3;124.9;1.9
95.4;0.9;10.3;122.4;1.4
95.8;0.7;10.6;125.0;1.0
