1_G137.1;2_G-56.47;3_G36.31;6_G63.29;8_G40.43
20.2;-0.0;125.6;65.4;-0.0
20.3;-0.0;124.5;65.4;-0.0
20.3;-0.0;123.4;65.4;-0.0
20.0;-0.0;122.4;65.4;-0.0
19.6;-0.0;121.4;65.4;-0.0
19.0;-0.0;120.4;65.4;-0.0
18.2;-0.0;119.4;65.4;-0.0
17.3;-0.0;118.5;65.4;-0.0
16.1;-0.0;117.6;65.4;-0.0
15.0;-0.0;116.7;65.4;-0.0
14.3;-0.0;115.8;65.4;-0.0
13.9;-0.0;115.0;65.3;-0.0
13.9;0.0;114.2;65.3;0.0
14.2;0.0;113.5;65.3;0.0
14.8;0.0;112.7;65.3;0.0
15.5;0.0;112.0;65.3;0.0
16.1;0.0;111.4;65.3;0.0
16.6;0.0;110.7;65.3;0.0
16.9;0.0;110.1;65.3;0.0
17.1;0.0;109.5;65.3;0.0
17.1;0.0;108.9;65.3;0.0
17.1;0.0;108.4;65.3;0.0
17.2;0.0;107.9;65.3;0.0
17.3;-0.0;107.4;65.3;-0.0
17.4;-0.0;106.9;65.3;-0.0
17.7;-0.0;106.5;65.3;-0.0
18.0;-0.0;106.1;65.3;-0.0
18.1;-0.0;105.7;65.3;-0.0
18.1;-0.0;105.4;65.3;-0.0
17.8;-0.0;105.1;65.3;-0.0
17.3;-0.0;104.8;65.2;-0.0
16.5;-0.0;104.5;65.2;-0.0
15.5;-0.0;104.3;65.2;-0.0
14.4;-0.0;104.1;65.2;-0.0
13.4;-0.0;103.9;65.2;-0.0
12.6;0.0;103.8;65.2;0.0
11.9;0.0;103.7;65.2;0.0
11.3;0.0;103.6;65.2;0.0
10.8;0.0;103.5;65.2;0.0
10.3;0.0;103.5;65.2;0.0
9.8;0.0;103.5;65.2;0.0
9.3;0.0;103.5;65.2;0.0
8.7;0.0;103.6;65.2;0.0
8.0;0.0;103.7;65.2;0.0
7.3;0.0;103.8;65.2;0.0
6.6;0.0;104.0;65.2;0.0
5.9;0.0;104.2;65.2;0.0
5.4;0.0;104.4;65.2;0.0
5.0;-0.0;104.7;65.2;-0.0
4.7;-0.0;104.9;65.2;-0.0
4.4;-0.0;105.3;65.2;-0.0
4.3;-0.0;105.6;65.2;-0.0
4.1;-0.0;105.9;65.2;-0.0
3.9;-0.0;106.3;65.2;-0.0
3.7;-0.0;106.6;65.2;-0.0
3.6;-0.0;107.0;65.2;-0.0
3.4;-0.0;107.3;65.2;-0.0
3.4;-0.0;107.6;65.2;-0.0
3.6;-0.0;107.9;65.2;-0.0
4.1;-0.0;108.1;65.2;-0.0
4.8;0.0;108.4;65.2;0.0
5.7;0.0;108.5;65.2;0.0
6.9;0.0;108.7;65.2;0.0
8.2;0.0;108.7;65.2;0.0
9.4;0.0;108.7;65.2;0.0
10.7;0.0;108.7;65.2;0.0
11.9;0.0;108.6;65.2;0.0
13.1;0.0;108.3;65.2;0.0
14.3;0.0;108.1;65.2;0.0
15.6;0.0;107.7;65.2;0.0
17.3;0.0;107.2;65.2;0.0
19.4;0.0;106.6;65.2;0.0
21.7;-0.0;105.9;65.2;-0.0
24.4;-0.0;105.1;65.2;-0.0
27.5;-0.0;104.3;65.2;-0.0
30.6;-0.0;103.3;65.3;-0.0
33.8;-0.0;102.3;65.3;-0.0
36.9;-0.0;101.2;65.3;-0.0
39.9;-0.0;100.1;65.3;-0.0
42.9;-0.0;99.0;65.3;-0.0
45.8;-0.0;97.8;65.3;-0.0
48.6;-0.0;96.5;65.3;-0.0
51.6;-0.0;95.3;65.3;-0.0
54.5;0.0;94.1;65.3;0.0
57.4;0.1;92.8;65.3;0.1
60.2;0.2;91.5;65.3;0.2
63.1;0.3;90.3;65.4;0.3
65.8;0.4;89.1;65.4;0.4
68.3;0.5;87.8;65.4;0.6
70.5;0.7;86.7;65.4;0.8
72.4;1.0;85.5;65.4;1.0
74.1;1.2;84.4;65.4;1.3
75.5;1.6;83.3;65.4;1.7
